procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17551052 223976 10605256    0    0     0    74 1356 2716  1  1 98  0  0
 1  0      0 17515648 224048 10606188    0    0     0    90 1296 1549  1  1 99  0  0
 0  0      0 17537280 224128 10603324    0    0     5   135 1208 1632  1  1 98  0  0
 0  0      0 17536560 224192 10605432    0    0     0    73 1074 1344  1  1 99  0  0
 0  0      0 17551256 224232 10601820    0    0     0    98 1100 1347  1  1 99  0  0
 0  0      0 17549908 224288 10604892    0    0     0    82 1116 1410  1  1 99  0  0
 0  0      0 17564160 224368 10602344    0    0     0   110 1192 1469  1  1 99  0  0
 2  0      0 17420424 224828 10626300    0    0     1   370 2707 8484  2  1 96  0  0
 0  0      0 17404088 225072 10634056    0    0   482  1699 1719 4685  1  1 98  0  0
 3  0      0 17500988 225144 10625120    0    0     0  3104 1221 1518  1  1 99  0  0
 0  0      0 17512188 225216 10621476    0    0     0    66 1170 1480  1  1 99  0  0
 0  0      0 17554960 225280 10593272    0    0     0  1803 1060 1311  0  1 99  0  0
 0  0      0 17532648 225312 10599628    0    0     0    59 1082 1397  0  1 99  0  0
 1  0      0 17537440 225360 10594940    0    0     0    99 1067 1362  1  1 99  0  0
 0  0      0 17532160 225452 10595820    0    0     0   114 1165 1528  1  1 99  0  0
 0  0      0 17543016 225516 10593808    0    0     0   135 1168 1404  1  1 99  0  0
 0  0      0 17548324 225564 10593760    0    0     0    61 1096 1312  0  1 99  0  0
 0  0      0 17532252 225628 10593760    0    0     0    72 1036 1331  0  1 99  0  0
 0  0      0 17540092 225684 10595308    0    0     0    89 1054 1318  1  1 99  0  0
 0  0      0 17544928 225764 10592980    0    0     0    81 1111 1368  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 17505508 225860 10624800    0    0     0    97 1666 3660  1  1 98  0  0
 1  0      0 17418348 225996 10666072    0    0     0   220 2735 7009  3  1 96  0  0
 8  0      0 17402576 226140 10683748    0    0     0   186 2739 7481  3  1 96  0  0
 0  0      0 17496188 226244 10650116    0    0     0   155 1299 2008  1  1 98  0  0
 1  0      0 17520000 226340 10655744    0    0     8    99 1666 3167  1  1 98  0  0
 0  0      0 17536268 226444 10648436    0    0     0   103 1508 2498  1  1 98  0  0
 1  0      0 17549896 226516 10636000    0    0     0   109 1225 1691  1  1 99  0  0
 0  0      0 17498412 226608 10647060    0    0     0   454 1294 2150  1  1 98  0  0
 1  0      0 17448456 226664 10648976    0    0     0   143 1319 2410  1  1 98  0  0
 0  0      0 17507724 226720 10642488    0    0     0   118 1290 1993  1  1 98  0  0
 0  0      0 17501288 226752 10644248    0    0     0    82 1181 1707  1  1 99  0  0
 0  0      0 17535640 226840 10642152    0    0     0    85 1221 1761  1  1 99  0  0
 0  0      0 17548360 226872 10636604    0    0     0    18 1203 1767  1  1 98  0  0
 0  0      0 17525036 226920 10636956    0    0     0   105 1122 1597  1  1 99  0  0
 0  0      0 17540720 226968 10636988    0    0     0    35 1212 1779  1  1 99  0  0
 0  0      0 17534656 227048 10637000    0    0     0    87 1126 1684  1  1 99  0  0
 0  0      0 17540920 227088 10636640    0    0     0    34 1159 1678  1  1 99  0  0
 0  0      0 17510668 227160 10636972    0    0     0    71 1331 1881  1  1 98  0  0
 0  0      0 17527732 227224 10636464    0    0     0    53 1170 1707  1  1 99  0  0
 0  0      0 17529944 227312 10636768    0    0     0    99 1178 1704  1  1 99  0  0
 0  0      0 17439224 227384 10679508    0    0     1   123 4022 6234  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 17413072 227532 10694988    0    0     3   194 8603 10224  7  2 91  0  0
 2  0      0 17437188 227724 10684176    0    0     2   200 10826 13889 10  2 88  0  0
 3  0      0 17417636 227868 10694552    0    0     0   153 5786 7768  5  1 94  0  0
 0  0      0 17451192 228076 10681640    0    0     0   308 8086 10157  7  1 92  0  0
 3  0      0 17418524 228212 10684664    0    0     0   211 7028 10130  7  1 92  0  0
 0  0      0 17409752 228380 10684452    0    0     0   223 8239 10450  8  2 91  0  0
 1  0      0 17368268 228540 10693856    0    0     0   300 8281 10555  7  2 92  0  0
 0  0      0 17483992 228652 10631376    0    0     0   179 5027 6542  4  1 95  0  0
 4  0      0 17413416 228748 10679644    0    0     0   175 5843 8166  5  1 93  0  0
 2  0      0 17406952 228924 10687048    0    0     0   250 7848 10201  7  1 91  0  0
 2  0      0 17414188 229076 10676384    0    0     0   187 7454 9677  7  1 92  0  0
 0  0      0 17413352 229316 10692644    0    0     0   308 11480 15352 11  2 87  0  0
 0  0      0 17427464 229396 10682620    0    0     0   135 4641 6190  4  1 95  0  0
 0  0      0 17456532 229508 10675844    0    0     0   150 6461 7893  6  1 93  0  0
 0  0      0 17447632 229620 10683264    0    0     0   179 6326 8567  6  1 93  0  0
 3  0      0 17424604 229816 10681040    0    0  1317   279 10018 13289  7  2 91  0  0
 2  0      0 17456632 229960 10677048    0    0     0   156 3351 6472  3  1 95  0  0
 0  0      0 17561920 230104 10653416    0    0     0   156 1610 2827  1  1 98  0  0
 0  0      0 17558496 230168 10653952    0    0     0    98 1128 1591  1  1 99  0  0
 0  0      0 17554680 230208 10653968    0    0     0    66 1205 1725  1  1 99  0  0
 1  0      0 17543748 230248 10656964    0    0     0   101 1168 1780  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 17566004 230304 10624704    0    0     0   106 1229 1765  1  1 98  0  0
 0  0      0 17585676 230384 10625300    0    0     0   100 1145 1689  1  1 98  0  0
 0  0      0 17582912 230528 10625364    0    0     0   139 1256 1834  1  1 99  0  0
 0  0      0 17577456 230568 10625884    0    0     0    64 1092 1575  1  1 99  0  0
 0  0      0 17591208 230608 10623848    0    0     0    82 1213 1683  1  1 98  0  0
 0  0      0 17515236 230712 10666064    0    0     0   166 1214 2053  1  1 99  0  0
 0  0      0 17564780 230736 10654076    0    0     0    76 1237 1664  1  1 99  0  0
 0  0      0 17559272 230792 10654592    0    0     0    85 1157 1711  1  1 99  0  0
 0  0      0 17543904 230856 10654600    0    0     0   102 1221 1776  1  1 99  0  0
 0  0      0 17580040 230976 10661132    0    0     0   141 1993 3308  2  1 97  0  0
 0  0      0 17602584 231024 10654584    0    0     0    80 1195 1757  1  1 99  0  0
 0  0      0 17593352 231104 10652608    0    0     0    77 1145 1620  1  1 99  0  0
 0  0      0 17587932 231152 10654684    0    0     0   101 1218 1765  1  1 99  0  0
 0  0      0 17616808 231232 10626248    0    0     0    96 1149 1642  1  1 99  0  0
 0  0      0 17619104 231272 10623696    0    0     0    78 1195 1733  1  1 99  0  0
 1  0      0 17626744 231328 10626076    0    0     7    99 1243 1812  1  1 98  0  0
 0  0      0 17626156 231392 10626620    0    0     0    82 1190 1691  1  1 99  0  0
 0  0      0 17622748 231464 10628980    0    0     0   123 1179 1699  1  1 99  0  0
 0  0      0 17618676 231496 10625628    0    0     0    87 1203 1793  1  1 98  0  0
 0  0      0 17590172 231584 10656088    0    0     0   108 1262 1882  1  1 98  0  0
 0  0      0 17589228 231616 10650792    0    0     0    87 1168 1718  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17601820 231688 10650300    0    0     0    96 1189 1675  1  1 99  0  0
 0  0      0 17611320 231784 10650872    0    0     0    85 1227 1861  1  1 98  0  0
 0  0      0 17607640 231832 10650380    0    0     0    83 1188 1639  1  1 99  0  0
 0  0      0 17616700 231880 10651052    0    0     0    83 1147 1657  1  1 99  0  0
 0  0      0 17496536 231984 10673832    0    0     0   155 1274 2227  1  1 98  0  0
 0  0      0 17545288 232032 10659060    0    0     0   125 1177 1720  1  1 99  0  0
 1  0      0 17605416 232112 10650508    0    0     0   167 1248 1815  1  1 98  0  0
 1  0      0 17604284 232160 10650564    0    0     0    70 1158 1654  1  1 99  0  0
 0  0      0 17607644 232232 10650768    0    0     0    78 1152 1590  1  1 99  0  0
 0  0      0 17608568 232264 10653848    0    0     0    85 1154 1654  1  1 99  0  0
 0  0      0 17589508 232328 10650848    0    0     0    71 1215 1800  1  1 98  0  0
 1  0      0 17605820 232376 10650652    0    0     0   113 1291 1813  1  1 98  0  0
 0  0      0 17595300 232440 10651024    0    0     0   108 1142 1629  1  1 99  0  0
 0  0      0 17604460 232480 10650520    0    0     0    69 1129 1606  1  1 99  0  0
 0  0      0 17635016 232528 10620768    0    0     0    84 1216 1697  1  1 99  0  0
 0  0      0 17641064 232632 10622328    0    0     0    82 1207 1773  1  1 98  0  0
 0  0      0 17634244 232680 10621980    0    0     0    93 1215 1684  1  1 99  0  0
 0  0      0 17639172 232736 10622352    0    0     0    65 1228 1681  1  1 98  0  0
 0  0      0 17622624 232776 10627988    0    0     0    94 1235 1842  1  1 98  0  0
 0  0      0 17631340 232824 10622448    0    0     0    83 1202 1748  1  1 98  0  0
 0  0      0 17647352 232888 10620336    0    0     0   100 1282 1713  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17659056 232944 10622412    0    0     0    83 1118 1621  1  1 99  0  0
 0  0      0 17632824 232984 10621912    0    0     0    67 1216 1699  1  1 99  0  0
 0  0      0 17633932 233040 10622452    0    0     0    95 1120 1654  1  1 99  0  0
 0  0      0 17587544 233196 10636048    0    0     0   158 1341 2385  1  1 98  0  0
 0  0      0 17640532 233244 10625944    0    0     0   106 1173 1677  1  1 99  0  0
 0  0      0 17603504 233284 10651236    0    0     0   106 1195 1721  1  1 99  0  0
 1  0      0 17605620 233356 10651316    0    0     0    92 1134 1655  1  1 99  0  0
 0  0      0 17610956 233420 10650792    0    0     0    75 1225 1818  1  1 98  0  0
 0  0      0 17619008 233476 10651324    0    0     0    32 1124 1601  1  1 99  0  0
 0  0      0 17614336 233524 10651340    0    0     0    62 1211 1711  1  1 98  0  0
 0  0      0 17599664 233580 10651444    0    0     0    40 1208 1792  1  1 99  0  0
 0  0      0 17599644 233628 10650872    0    0     0    77 1152 1633  1  1 99  0  0
 0  0      0 17636896 233708 10620588    0    0     0    55 1118 1601  1  1 99  0  0
 0  0      0 17590564 233764 10651336    0    0     0    79 1172 1704  1  1 99  0  0
 0  0      0 17586380 233828 10651540    0    0     0    48 1273 1716  1  1 99  0  0
 0  0      0 17578940 233916 10651604    0    0     0   126 1156 1691  1  1 99  0  0
 0  0      0 17610328 233956 10653436    0    0     0  1657 1196 1762  1  1 99  0  0
 0  0      0 17588968 234028 10658024    0    0     0    87 1154 1826  1  1 99  0  0
 0  0      0 17630928 234084 10623168    0    0     0    95 1175 1747  1  1 99  0  0
 0  0      0 17626040 234140 10623552    0    0     0    89 1130 1677  1  1 99  0  0
 0  0      0 17628580 234180 10623044    0    0     0    61 1170 1706  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17605304 234244 10623052    0    0     0    76 1164 1715  1  1 99  0  0
 0  0      0 17616632 234300 10622560    0    0     0    96 1282 1811  1  1 98  0  0
 0  0      0 17547652 234380 10663932    0    0     0   175 1215 1946  1  1 99  0  0
 0  0      0 17595872 234436 10651672    0    0     0  1714 1229 1705  1  1 98  0  0
 0  0      0 17588804 234500 10651824    0    0     0   102 1142 1709  1  1 98  0  0
 0  0      0 17596232 234548 10651832    0    0     0    85 1164 1690  1  1 99  0  0
 0  0      0 17591224 234612 10651340    0    0     0    81 1133 1668  1  1 99  0  0
 0  0      0 17587756 234652 10651852    0    0     0    67 1130 1588  1  1 99  0  0
 0  0      0 17586032 234732 10651364    0    0     0    79 1229 1783  1  1 98  0  0
 0  0      0 17591836 234768 10649328    0    0     0    97 1219 1767  1  1 99  0  0
 0  0      0 17587904 234856 10653980    0    0     0   146 1187 1668  1  1 99  0  0
 0  0      0 17586428 234888 10654300    0    0     0    54 1138 1612  1  1 99  0  0
 0  0      0 17571552 234928 10654832    0    0     0    75 1188 1668  1  1 99  0  0
 0  0      0 17612568 235000 10623616    0    0     0    95 1179 1721  1  1 99  0  0
 0  0      0 17611196 235088 10623064    0    0     0    91 1158 1695  1  1 99  0  0
 0  0      0 17575568 235120 10652260    0    0     0    60 1116 1614  1  1 99  0  0
 0  0      0 17569892 235176 10656160    0    0     0    72 1180 1770  1  1 99  0  0
 0  0      0 17582976 235216 10651980    0    0     0    91 1231 1803  1  1 99  0  0
 0  0      0 17582276 235312 10655232    0    0     0   114 1242 1749  1  1 99  0  0
 0  0      0 17589964 235352 10652352    0    0     0    67 1121 1704  1  1 99  0  0
 0  0      0 17575632 235416 10655444    0    0     0    90 1214 1789  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17593096 235464 10652392    0    0     0    73 1183 1737  1  1 99  0  0
 0  0      0 17560512 235560 10661388    0    0     0   141 1205 1874  1  1 99  0  0
 0  0      0 17573256 235592 10663640    0    0     0    91 1181 1660  1  1 99  0  0
 1  0      0 17585176 235656 10654000    0    0     0   103 1149 1656  1  1 99  0  0
 0  0      0 17584536 235704 10651984    0    0     0   109 1168 1771  1  1 99  0  0
 0  0      0 17584472 235776 10652224    0    0     0    95 1388 2054  1  1 98  0  0
 0  0      0 17611692 235808 10628944    0    0     0    59 1096 1548  1  1 99  0  0
 0  0      0 17612764 235880 10623244    0    0     0   111 1128 1640  1  1 99  0  0
 0  0      0 17636848 235928 10623804    0    0     0    96 1238 1753  1  1 99  0  0
 0  0      0 17637544 235992 10623864    0    0     0    75 1181 1635  1  1 98  0  0
 0  0      0 17632316 236040 10625920    0    0     0    58 1132 1587  1  1 99  0  0
 0  0      0 17643820 236080 10628704    0    0     0    59 1227 1637  1  1 99  0  0
 0  0      0 17647748 236160 10623924    0    0     0   150 1183 1716  1  1 99  0  0
 0  0      0 17653996 236228 10629036    0    0     0   589 1225 1653  1  1 99  0  0
 0  0      0 17651924 236284 10632632    0    0     0    40 1130 1643  1  1 98  0  0
 0  0      0 17614588 236332 10633412    0    0     0   101 1168 1706  1  1 99  0  0
 0  0      0 17605336 236412 10661720    0    0     0   118 2089 3269  1  1 98  0  0
 0  0      0 17605592 236572 10659220    0    0     0   113 2413 5168  2  1 97  0  0
 0  0      0 17353996 236732 10807624    0    0     0   204 3496 8811  4  1 95  0  0
 0  0      0 17432160 236804 10754592    0    0     0   189 1197 1677  1  1 99  0  0
 0  0      0 17487268 236844 10750604    0    0     0   110 1234 1733  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17438000 236924 10758320    0    0     0   153 1252 1904  1  1 99  0  0
 0  0      0 17504680 236988 10731608    0    0     0   150 1191 1736  1  1 98  0  0
 1  0      0 17535752 237028 10704768    0    0     0    63 1165 1496  1  1 99  0  0
 4  0      0 17535784 237092 10702824    0    0     0    98 1185 1674  1  1 99  0  0
 3  0      0 17533724 237148 10704868    0    0     0    79 1131 1489  1  1 99  0  0
 4  0      0 17521848 237228 10707744    0    0     0   105 1196 1755  1  1 98  0  0
 4  0      0 17528552 237252 10704900    0    0     0    56 1133 1538  1  1 99  0  0
 6  0      0 17506244 237348 10704888    0    0     0   102 1207 1715  1  1 99  0  0
 3  0      0 17483412 237404 10735676    0    0     0   105 1141 1521  1  1 99  0  0
 7  0      0 17495512 237460 10735760    0    0     0    66 1136 1537  1  1 99  0  0
 6  0      0 17484716 237484 10735400    0    0     0    72 1176 1609  1  1 99  0  0
 7  0      0 17498292 237564 10735944    0    0     0    73 1169 1716  1  1 98  0  0
 3  0      0 17558628 237636 10706852    0    0     0    99 1433 1646  1  1 98  0  0
 2  0      0 17554440 237684 10702904    0    0     0    60 1145 1594  1  1 99  0  0
 3  0      0 17565964 237740 10704268    0    0     0    87 1368 1752  1  1 98  0  0
 3  0      0 17573272 237780 10701568    0    0     0    80 1152 1647  1  1 99  0  0
 3  0      0 17546148 237884 10727052    0    0     0   125 1282 1774  1  1 98  0  0
 2  0      0 17546580 237932 10720316    0    0     0    23 1157 1648  1  1 99  0  0
 2  0      0 17543032 237972 10720472    0    0     0    64 1126 1538  1  1 99  0  0
 3  0      0 17531684 238020 10726908    0    0     0    40 1168 1773  1  1 98  0  0
 3  0      0 17531476 238100 10700296    0    0     0   123 1214 1772  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 17541412 238180 10689900    0    0     0    91 1133 1563  1  1 99  0  0
 3  0      0 17555812 238228 10685560    0    0     0    83 1172 1631  1  1 99  0  0
 1  0      0 17539452 238276 10714480    0    0     0    57 1170 1666  1  1 99  0  0
 2  0      0 17547724 238348 10712424    0    0     0    54 1243 1650  1  1 98  0  0
 2  0      0 17539080 238388 10712348    0    0     0    62 1115 1571  1  1 99  0  0
 1  0      0 17343468 238484 10811228    0    0     0    78 2313 5664  2  1 97  0  0
 2  0      0 17141672 238756 10816440    0    0    68   407 3746 10505  4  1 95  0  0
 3  0      0 17155124 238964 10802208    0    0     0   923 1939 4461  1  1 98  0  0
 1  0      0 17280488 238988 10750616    0    0     0   140 1707 3269  1  1 98  0  0
 1  0      0 17272664 239044 10776988    0    0     0   109 1413 2322  1  1 98  0  0
 1  0      0 17315016 239124 10761552    0    0     0   128 1328 1752  1  1 98  0  0
 3  0      0 17328440 239208 10761988    0    0     0   334 1360 1608  1  1 98  0  0
 2  0      0 17326028 239264 10761896    0    0     0    72 1105 1367  1  1 99  0  0
 3  0      0 17316832 239304 10760704    0    0     0    80 1178 1490  1  1 99  0  0
 0  0      0 17341228 239344 10757920    0    0     0    80 1120 1387  1  1 99  0  0
 1  0      0 17342260 239440 10755008    0    0     0    91 1209 1462  1  1 99  0  0
 1  0      0 17382632 239488 10721840    0    0     0    74 1153 1333  1  1 99  0  0
 1  0      0 17373128 239552 10721976    0    0     0    87 1114 1351  1  1 99  0  0
 1  0      0 17385240 239592 10721628    0    0     0    83 1139 1441  1  1 99  0  0
 1  0      0 17378632 239680 10701900    0    0     0   142 1202 1633  1  1 99  0  0
 1  0      0 17386976 239704 10722388    0    0     0    73 1110 1345  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 17391168 239776 10717900    0    0     0    68 1134 1382  0  1 99  0  0
 1  0      0 17375280 239808 10718588    0    0     0    86 1120 1355  1  1 99  0  0
 3  0      0 17374424 239872 10720648    0    0     0    85 1128 1350  1  1 99  0  0
 1  0      0 17378860 239928 10717744    0    0     0    83 1101 1361  1  1 99  0  0
 1  0      0 17378816 239984 10717744    0    0     0    89 1224 1435  1  1 99  0  0
 3  0      0 17377528 240040 10720176    0    0     0    76 1153 1422  1  1 99  0  0
 1  0      0 17389452 240112 10718188    0    0     0   113 1104 1294  0  1 99  0  0
 1  0      0 17384464 240144 10718208    0    0     0    67 1088 1359  1  1 99  0  0
 1  0      0 17378896 240184 10717720    0    0     0    74 1107 1334  0  1 99  0  0
 2  0      0 17392920 240272 10713912    0    0     0   103 1050 1300  0  1 99  0  0
 1  0      0 17419896 240328 10688344    0    0     0    71 1101 1356  1  1 99  0  0
