procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21683364 244796 6426428    0    0     0   107 4294 13420  5  2 93  0  0
 3  0      0 21680284 244840 6426244    0    0     0    91 3597 11816  4  1 94  0  0
 0  0      0 21678584 244840 6426244    0    0     0   103 3628 11896  4  1 94  0  0
 0  0      0 21675500 244900 6428812    0    0     0   103 3790 12913  5  2 94  0  0
 2  0      0 21668188 244900 6430548    0    0     0    91 3805 13098  5  2 94  0  0
 0  0      0 21666152 244964 6428628    0    0     0   124 3696 12305  5  2 94  0  0
 1  0      0 21664644 244964 6428628    0    0     0   124 3609 11907  4  1 94  0  0
 0  0      0 21674500 245036 6428344    0    0     0   139 3714 12716  4  2 94  0  0
 3  0      0 21663820 245036 6432504    0    0     0   139 3804 13107  5  2 94  0  0
 1  0      0 21654524 245072 6435064    0    0     0   119 3854 12663  5  2 94  0  0
 0  0      0 21638680 245072 6435656    0    0     0   119 3761 12250  4  2 94  0  0
 2  0      0 21649792 245116 6427372    0    0     0    65 3681 12815  4  1 94  0  0
 0  0      0 21648128 245116 6426396    0    0     0    65 3730 13082  5  2 94  0  0
 0  0      0 21666476 245172 6424360    0    0     0   120 3580 12122  4  1 94  0  0
 1  0      0 21669552 245172 6421864    0    0     0   120 3563 11960  4  1 94  0  0
 0  0      0 21662712 245268 6424500    0    0     0   119 3773 12712  4  2 94  0  0
 1  0      0 21666928 245268 6424564    0    0     0   119 3781 12869  5  2 94  0  0
 1  0      0 21647588 245300 6428676    0    0     0   102 3698 12456  4  1 94  0  0
 2  0      0 21629116 245308 6434948    0    0     0   110 3682 12334  4  1 94  0  0
 2  0      0 21630112 245328 6440016    0    0     0   115 4009 12842  4  2 94  0  0
 0  0      0 21643640 245328 6439868    0    0     0   107 4103 13196  5  2 94  0  0
 0  0      0 21612352 245404 6432120    0    0     0   121 4285 14133  5  2 93  0  0
 0  0      0 21613460 245412 6431916    0    0     0   150 4265 14004  5  2 93  0  0
 5  0      0 21491572 245456 6522852    0    0     0   121 6533 17655  8  2 90  0  0
 3  0      0 21495844 245456 6516056    0    0     0    92 7378 18419  9  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 21525992 245532 6482324    0    0     0   147 4759 8152  5  1 94  0  0
 5  0      0 21528924 245532 6485032    0    0     0   147 4018 6986  4  1 95  0  0
 0  0      0 21567544 245600 6419788    0    0     0   126 4531 6840  5  1 94  0  0
 1  0      0 21551972 245600 6424352    0    0     0   132 4210 6267  5  1 94  0  0
 0  0      0 21667720 245700 6420388    0    0     0   134 2505 5322  3  1 96  0  0
 0  0      0 21670032 245700 6420644    0    0     0   146 2456 5237  3  1 96  0  0
 2  0      0 21662640 245768 6415560    0    0     0   138 2400 4692  3  1 96  0  0
 0  0      0 21664988 245768 6413512    0    0     0   119 2473 5041  3  1 96  0  0
 1  0      0 21660640 245812 6418876    0    0     0   100 3009 8305  3  1 96  0  0
 0  0      0 21656160 245812 6416772    0    0     0   100 3026 8363  3  1 96  0  0
 0  0      0 21669856 245876 6412336    0    0     0   111 2633 4332  3  1 97  0  0
 1  0      0 21675036 245876 6415196    0    0     0   112 2564 4035  2  1 97  0  0
 3  0      0 21634820 246000 6415552    0    0     0   141 2637 4574  3  1 96  0  0
 0  0      0 21632652 246000 6417700    0    0     0   140 2775 4645  3  1 96  0  0
 0  0      0 21690660 246056 6416036    0    0     0    94 2223 5233  3  1 97  0  0
 3  0      0 21688172 246056 6413868    0    0     0    94 2115 5218  2  1 97  0  0
 0  0      0 21692816 246120 6410936    0    0     0   107 1878 4105  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21691332 246120 6409260    0    0     0   107 1850 4062  2  1 97  0  0
 2  0      0 21666156 246176 6418560    0    0     0    95 3106 5767  3  1 96  0  0
 1  0      0 21661620 246192 6420496    0    0     0   101 3189 6120  4  1 95  0  0
 0  0      0 21674712 246324 6416704    0    0     0   180 2673 6470  3  1 96  0  0
 0  0      0 21676588 246324 6413524    0    0     0   174 2573 6000  3  1 96  0  0
 0  0      0 21636988 246388 6416368    0    0     0   129 2560 4807  3  1 96  0  0
 0  0      0 21653476 246388 6416260    0    0     0   129 2620 5165  3  1 96  0  0
 0  0      0 21677808 246440 6414044    0    0     0    69 2153 5553  2  1 97  0  0
 1  0      0 21683188 246456 6415552    0    0     0    88 2206 5777  2  1 97  0  0
 1  0      0 21639028 246504 6420928    0    0     0   112 2415 5067  3  1 97  0  0
 0  0      0 21637764 246504 6423496    0    0     0    92 2500 4793  3  1 97  0  0
 1  0      0 21625732 246580 6420244    0    0     0   118 3707 6133  4  1 95  0  0
 1  0      0 21617816 246580 6420400    0    0     0   118 3689 6072  4  1 95  0  0
 0  0      0 21638600 246680 6422552    0    0     0   116 3255 5931  3  1 96  0  0
 2  0      0 21635948 246680 6420300    0    0     0   116 3404 6143  4  1 96  0  0
 1  0      0 21615132 246752 6422540    0    0     0   546 4790 6881  5  1 94  0  0
 0  0      0 21593328 246768 6430868    0    0     0   560 4515 6679  5  1 95  0  0
 1  0      0 21584536 246868 6437656    0    0     0   247 3613 6604  4  1 95  0  0
 0  0      0 21587036 246872 6431132    0    0     0   240 3713 6672  4  1 95  0  0
 1  0      0 21593608 246960 6432748    0    0     0   155 4585 6389  5  1 94  0  0
 0  0      0 21598404 246972 6433144    0    0     0   158 4506 6260  5  1 94  0  0
 1  0      0 21571524 247060 6430604    0    0     0   121 4249 6993  5  1 94  0  0
 3  0      0 21579560 247068 6430236    0    0     0   142 4266 7063  5  1 94  0  0
 1  0      0 21572328 247128 6424400    0    0     0   102 3819 5546  4  1 95  0  0
 1  0      0 21568580 247136 6422368    0    0     0    78 3867 5616  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 21495736 247228 6425348    0    0     0   138 3855 6555  5  1 94  0  0
 1  0      0 21484648 247228 6426608    0    0     0   132 4134 6783  5  1 94  0  0
 0  0      0 21496056 247388 6425560    0    0     0   155 3748 8190  5  1 94  0  0
 0  1      0 21496904 247396 6423652    0    0     0   180 3390 7731  4  1 95  0  0
 1  0      0 21622316 247480 6427180    0    0     0   134 3931 6519  4  1 95  0  0
 0  0      0 21633432 247488 6427700    0    0     0   119 3957 6809  4  1 95  0  0
 0  0      0 21657240 247552 6423156    0    0     0   149 3406 6515  3  1 96  0  0
 1  0      0 21620408 247552 6423676    0    0     0   147 4021 6722  4  1 95  0  0
 0  0      0 21655868 247620 6424120    0    0     0    98 3821 8390  4  1 95  0  0
 0  0      0 21656960 247620 6422084    0    0     0    89 3290 8505  4  1 95  0  0
 0  0      0 21721116 247644 6421216    0    0     0    76 2442 6180  3  1 96  0  0
 5  0      0 21709976 247644 6421216    0    0     0    76 2323 5708  2  1 97  0  0
 0  0      0 21688692 247708 6419480    0    0     0    80 2688 5504  3  1 96  0  0
 0  0      0 21686736 247716 6418844    0    0     0    86 2654 5341  3  1 96  0  0
 0  0      0 21625396 247764 6421452    0    0     0    59 3574 5508  4  1 95  0  0
 0  0      0 21610564 247764 6421272    0    0     0    54 3747 5787  4  1 95  0  0
 0  0      0 21617728 247884 6422548    0    0     0   137 3168 5843  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 21629784 247884 6420536    0    0     0   137 3113 5945  3  1 96  0  0
 0  0      0 21650228 247936 6419092    0    0     0    95 1959 4277  2  1 97  0  0
 0  0      0 21640332 247952 6418944    0    0     0   109 1848 3901  2  1 97  0  0
 0  0      0 21653780 247988 6420420    0    0     0   114 2137 3586  2  1 97  0  0
 1  0      0 21656876 247988 6420056    0    0     0   100 2110 3502  2  1 97  0  0
 0  0      0 21622844 248044 6427616    0    0     0    93 3058 4380  3  1 96  0  0
 0  0      0 21616072 248052 6427560    0    0     0    99 3088 4555  3  1 96  0  0
 0  0      0 21663392 248120 6422796    0    0     0   108 2690 4378  3  1 97  0  0
 0  0      0 21662400 248120 6422676    0    0     0   102 2661 4188  3  1 97  0  0
 2  0      0 21675784 248220 6418500    0    0     0   124 1608 2538  1  1 98  0  0
 1  0      0 21638792 248236 6419740    0    0     0   139 2006 2951  2  1 98  0  0
 0  0      0 21638528 248304 6421704    0    0     0   100 1862 2866  1  1 98  0  0
 0  0      0 21630592 248304 6419804    0    0     0    97 1535 2772  1  1 98  0  0
 1  0      0 21651124 248364 6416688    0    0     0    78 2179 4105  2  1 97  0  0
 0  0      0 21651376 248364 6416844    0    0     0    66 2109 3802  2  1 97  0  0
 0  0      0 21639440 248420 6420768    0    0     0    87 1783 3563  2  1 98  0  0
 4  0      0 21632472 248420 6422768    0    0     0    87 1867 3942  2  1 97  0  0
 0  0      0 21611668 248480 6424328    0    0     0   112 2048 4609  2  1 97  0  0
 3  0      0 21601420 248488 6430048    0    0     0   117 2029 4473  2  1 97  0  0
 0  0      0 21599304 248572 6439124    0    0     0   116 3656 5070  3  1 96  0  0
 0  0      0 21608284 248572 6439408    0    0     0   161 3632 4946  3  1 96  0  0
 0  0      0 21594720 248628 6424960    0    0     0   147 2683 4368  3  1 96  0  0
 0  0      0 21553152 248628 6428044    0    0     0    97 3146 4896  3  1 96  0  0
 0  0      0 21513340 248712 6430016    0    0     0   140 3891 5431  4  1 95  0  0
 4  0      0 21532304 248716 6429788    0    0     0   146 3534 5315  4  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21630984 248772 6425340    0    0     0   130 3001 6714  3  1 96  0  0
 0  0      0 21639064 248780 6424352    0    0     0   131 2928 6557  3  1 96  0  0
 0  0      0 21637288 248820 6423940    0    0     0    63 2834 5727  3  1 96  0  0
 0  0      0 21630764 248856 6427956    0    0     0   101 2812 5504  3  1 96  0  0
 0  0      0 21644640 248900 6420368    0    0     0   137 1895 4218  2  1 98  0  0
 3  0      0 21641888 248908 6420692    0    0     0   102 1913 4341  2  1 98  0  0
 0  0      0 21674588 248952 6419148    0    0     0    97 1599 2422  1  1 98  0  0
 0  0      0 21672076 248952 6419148    0    0     0    89 1542 2154  1  1 98  0  0
 0  0      0 21615652 249052 6427872    0    0     0   135 3303 6568  4  1 95  0  0
 0  0      0 21619228 249060 6428584    0    0     0   145 3514 7365  4  1 95  0  0
 0  0      0 21679988 249128 6424044    0    0     0   100 2459 6008  3  1 96  0  0
 4  0      0 21688012 249128 6419820    0    0     0    89 2365 5658  3  1 96  0  0
 3  0      0 21619368 249224 6422308    0    0     0   153 3142 5903  4  1 96  0  0
 1  0      0 21615644 249228 6421308    0    0     0   158 3085 5727  4  1 96  0  0
 2  0      0 21594380 249284 6430496    0    0     0   106 2571 4142  3  1 96  0  0
 1  0      0 21588116 249292 6427192    0    0     0   104 2640 4037  3  1 96  0  0
 0  0      0 21559168 249392 6421944    0    0     0   142 3451 4903  4  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 21555676 249400 6422108    0    0     0   145 3351 4958  4  1 96  0  0
 1  0      0 21633844 249448 6421980    0    0     0    73 3667 6390  4  1 95  0  0
 1  0      0 21627124 249448 6422548    0    0     0    67 3734 6393  4  1 95  0  0
 2  0      0 21592108 249528 6423996    0    0     0   116 3929 5543  4  1 95  0  0
 0  0      0 21660724 249528 6421536    0    0     0   116 4050 5571  4  1 95  0  0
 0  0      0 21629048 249584 6425288    0    0     0   102 4021 5940  4  1 95  0  0
 2  0      0 21622408 249592 6424788    0    0     0   107 3917 6143  4  1 95  0  0
 3  0      0 21646496 249688 6423224    0    0     0    62 2442 4511  3  1 97  0  0
 1  0      0 21645320 249692 6423952    0    0     0    66 2650 4509  3  1 97  0  0
 0  0      0 21642672 249784 6419756    0    0     0    93 3487 5272  3  1 96  0  0
 0  0      0 21652728 249784 6421804    0    0     0    85 3186 4871  3  1 96  0  0
 1  0      0 21598732 249852 6426436    0    0     0   102 3577 5477  3  1 96  0  0
 2  0      0 21559148 249868 6436136    0    0     0   115 3896 6023  3  1 96  0  0
 1  0      0 21612132 249972 6430000    0    0     0   178 3531 5877  3  1 96  0  0
 2  0      0 21597388 249976 6430080    0    0     0   173 3553 5786  3  1 96  0  0
 0  0      0 21591856 250108 6430680    0    0     0   101 3326 5662  3  1 96  0  0
 3  0      0 21596804 250116 6426116    0    0     0   105 3028 5301  3  1 96  0  0
 0  0      0 21627800 250204 6418696    0    0     0   133 3705 5393  3  1 96  0  0
 0  0      0 21632492 250204 6418768    0    0     0   121 3671 5415  3  1 96  0  0
 2  0      0 21647056 250276 6417040    0    0     0    94 1636 2606  1  1 98  0  0
 0  0      0 21645568 250276 6417392    0    0     0    94 1582 2425  1  1 98  0  0
 0  0      0 21666184 250324 6420504    0    0     0   116 3312 5021  3  1 96  0  0
 5  0      0 21655436 250324 6418888    0    0     0   116 3583 5456  4  1 96  0  0
 3  0      0 21560656 250416 6425872    0    0     0   158 2873 5268  3  1 96  0  0
 1  0      0 21549160 250420 6425896    0    0     0   168 2821 5490  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 21516832 250504 6427044    0    0     0   135 2734 5155  3  1 96  0  0
 0  0      0 21540004 250504 6427044    0    0     0   142 2554 4604  2  1 97  0  0
 1  0      0 21649196 250576 6420300    0    0     0   146 2305 5468  3  1 96  0  0
 0  0      0 21659620 250576 6420300    0    0     0   128 2306 5433  3  1 96  0  0
 0  0      0 21663636 250624 6415532    0    0     0    83 1917 4705  2  1 97  0  0
 2  0      0 21669576 250624 6417580    0    0     0    83 1989 5147  2  1 97  0  0
 0  0      0 21654732 250672 6419368    0    0     0    73 2183 5290  2  1 97  0  0
 0  0      0 21652716 250680 6418856    0    0     0    81 2075 4776  2  1 97  0  0
 0  0      0 21653620 250732 6417940    0    0     0    70 1490 2214  1  1 98  0  0
 0  0      0 21658220 250732 6418088    0    0     0    75 1498 2209  1  1 98  0  0
 0  0      0 21656488 250780 6427252    0    0     0    89 1473 2324  1  1 98  0  0
 1  0      0 21656500 250780 6428000    0    0     0    77 1522 2592  1  1 98  0  0
 1  0      0 21631476 250852 6421792    0    0     0   121 3206 6052  4  1 95  0  0
 0  0      0 21664916 250860 6421216    0    0     0   126 3436 6160  4  1 95  0  0
 0  0      0 21642532 250984 6419880    0    0     0   127 3698 4673  3  1 96  0  0
 0  0      0 21644604 250984 6419452    0    0     0   122 3415 4293  3  1 96  0  0
 0  0      0 21652548 251040 6417000    0    0     0    86 1585 2222  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21668868 251040 6417228    0    0     0    86 1649 2506  1  1 98  0  0
 0  0      0 21614060 251116 6435824    0    0     0   119 1924 3843  2  1 98  0  0
 4  0      0 21610576 251116 6430996    0    0     0   119 1880 3668  2  1 98  0  0
 3  0      0 21612772 251208 6434112    0    0     0  1729 3030 7435  3  1 96  0  0
 0  0      0 21621312 251208 6434848    0    0     0  1729 3261 8285  4  1 95  0  0
 0  0      0 21662816 251288 6431140    0    0     0   117 2680 5922  3  1 96  0  0
 0  0      0 21670500 251308 6431396    0    0     0   128 2463 5107  2  1 97  0  0
 0  0      0 21681836 251360 6417604    0    0     0    90 1366 2301  1  1 98  0  0
 0  0      0 21633308 251368 6432244    0    0     0   100 1675 2781  1  1 98  0  0
 0  0      0 21641144 251432 6420692    0    0     0   105 2272 3436  2  1 97  0  0
 0  0      0 21620980 251444 6429664    0    0     0    94 1954 2970  1  1 98  0  0
 1  0      0 21619468 251524 6439348    0    0     0   170 1921 3496  2  1 97  0  0
 0  0      0 21631188 251532 6439376    0    0     0   166 1967 3614  2  1 97  0  0
 0  0      0 21589196 251592 6434024    0    0     0   111 2632 4440  3  1 96  0  0
 4  0      0 21590328 251592 6432872    0    0     0   106 2598 4279  3  1 97  0  0
 0  0      0 21617904 251664 6426124    0    0     0   114 2168 3584  2  1 97  0  0
 1  0      0 21623076 251672 6428236    0    0     0   133 2167 3562  2  1 97  0  0
 0  0      0 21568988 251728 6436480    0    0     0   111 3177 4523  3  1 96  0  0
 5  0      0 21593876 251728 6433956    0    0     0   106 3220 4726  3  1 96  0  0
 0  0      0 21628632 251844 6441176    0    0     0   115 2495 5471  2  1 97  0  0
 0  0      0 21614360 251844 6441728    0    0     0   101 2533 5661  2  1 97  0  0
 1  0      0 21626084 251956 6423208    0    0     0   124 2268 5346  2  1 97  0  0
 1  0      0 21638860 251956 6423356    0    0     0   124 2193 5029  2  1 97  0  0
 0  0      0 21631044 252032 6420848    0    0     0   131 3146 6161  3  1 96  0  0
 0  0      0 21627784 252036 6420992    0    0     0   136 3101 5971  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21652580 252076 6418364    0    0     0    62 1192 1722  1  1 99  0  0
 0  0      0 21665572 252076 6418148    0    0     0    65 1247 1965  1  1 99  0  0
 0  0      0 21608436 252136 6432536    0    0     0    98 2921 5566  3  1 96  0  0
 0  0      0 21616168 252136 6427144    0    0     0    89 3013 5846  3  1 96  0  0
 0  0      0 21655800 252184 6418992    0    0     0    85 1490 2540  1  1 98  0  0
 0  0      0 21658296 252184 6418992    0    0     0    85 1331 2011  1  1 98  0  0
 0  0      0 21635440 252256 6420076    0    0     0  1731 2420 4304  2  1 97  0  0
 1  0      0 21657848 252256 6419928    0    0     0  1731 2520 4625  2  1 97  0  0
 1  0      0 21609132 252324 6422796    0    0     0   110 3178 5891  3  1 96  0  0
 0  0      0 21609116 252332 6422940    0    0     0   119 3116 5665  3  1 96  0  0
 0  0      0 21604208 252396 6427856    0    0     0   106 2831 4758  3  1 96  0  0
 0  0      0 21592916 252420 6428396    0    0     0   108 2871 4842  3  1 96  0  0
 1  0      0 21572096 252504 6448180    0    0     0   119 2113 4369  2  1 97  0  0
 3  0      0 21568012 252504 6448616    0    0     0   109 2137 4725  2  1 97  0  0
 0  0      0 21592220 252572 6426080    0    0     0   111 2460 5681  2  1 97  0  0
 0  0      0 21598116 252584 6418792    0    0     0   127 2377 5183  2  1 97  0  0
 0  0      0 21601068 252628 6418172    0    0     0    81 1523 2344  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 21603696 252628 6418388    0    0     0    75 1515 2345  1  1 98  0  0
 0  0      0 21643404 252676 6420104    0    0     0    72 1582 2564  1  1 98  0  0
 0  0      0 21622696 252676 6423540    0    0     0    61 1685 2797  1  1 98  0  0
 1  0      0 21596724 252756 6426272    0    0     0   117 2860 4999  3  1 96  0  0
 1  0      0 21570148 252764 6435236    0    0     0   121 2943 5001  3  1 96  0  0
 0  0      0 21574896 252852 6427972    0    0     0   124 3114 5267  4  1 95  0  0
 0  0      0 21575808 252852 6428336    0    0     0   121 2953 5107  4  1 96  0  0
 2  0      0 21632904 252908 6419264    0    0     0   112 2482 5707  3  1 96  0  0
 6  0      0 21574888 252916 6450608    0    0     0   123 2857 6700  3  1 96  0  0
 0  0      0 21590320 253004 6432612    0    0     0   143 2504 6583  3  1 96  0  0
 0  0      0 21563404 253040 6456164    0    0     0   170 2238 5987  3  1 96  0  0
 1  0      0 21600080 253156 6432000    0    0     0   201 2501 5166  3  1 96  0  0
 1  0      0 21597080 253156 6432000    0    0     0   164 2384 4716  3  1 97  0  0
 1  0      0 21593320 253232 6427736    0    0     0   104 1311 2096  1  1 98  0  0
 4  0      0 21594820 253232 6427740    0    0     0   104 1336 2189  1  1 98  0  0
 1  0      0 21594608 253272 6427728    0    0     0    87 1348 2113  1  1 98  0  0
 0  0      0 21593136 253272 6425532    0    0     0    87 1304 1984  1  1 98  0  0
 1  0      0 21602484 253320 6423640    0    0     0   108 1324 2179  1  1 98  0  0
 0  0      0 21598212 253320 6423428    0    0     0   123 1340 2186  1  1 98  0  0
 2  0      0 21623052 253360 6420964    0    0     0    75 1332 2039  1  1 98  0  0
 0  0      0 21625360 253360 6420452    0    0     0    60 1368 2177  1  1 98  0  0
 2  0      0 21605216 253424 6420936    0    0     0   107 1562 2420  1  1 98  0  0
 0  0      0 21616716 253424 6420820    0    0     0   107 1536 2327  1  1 98  0  0
 1  0      0 21624444 253456 6420980    0    0     0   115 1553 2312  1  1 98  0  0
 0  0      0 21631644 253456 6420492    0    0     0   115 1539 2267  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 21624820 253488 6423056    0    0     0    44 1412 2105  1  1 98  0  0
 0  0      0 21625332 253508 6423032    0    0     0    74 1455 2282  1  1 98  0  0
 2  0      0 21619160 253556 6420860    0    0     0   105 1572 2311  1  1 98  0  0
 0  0      0 21626412 253556 6420852    0    0     0    92 1537 2142  1  1 98  0  0
 1  0      0 21627676 253592 6421008    0    0     0    75 1660 2405  1  1 98  0  0
 0  0      0 21626176 253592 6421008    0    0     0    58 1655 2393  1  1 98  0  0
 0  0      0 21618424 253668 6421032    0    0     0   117 1444 2046  1  1 98  0  0
 0  1      0 21616588 253668 6421024    0    0     0   117 1478 2229  1  1 98  0  0
 0  0      0 21609144 253708 6423108    0    0     0    55 1589 2294  1  1 98  0  0
 0  0      0 21621828 253708 6421060    0    0     0    55 1560 2118  1  1 98  0  0
 0  0      0 21610792 253808 6421492    0    0     0   119 1555 2320  1  1 98  0  0
 0  0      0 21609796 253808 6421100    0    0     0   119 1538 2313  1  1 98  0  0
 0  0      0 21611756 253864 6423016    0    0     0    70 1455 2181  1  1 98  0  0
 2  0      0 21622204 253864 6423148    0    0     0    79 1592 2358  1  1 98  0  0
 0  0      0 21621540 253920 6421664    0    0     0    83 1478 2235  1  1 98  0  0
 0  0      0 21607984 253920 6421664    0    0     0    74 1337 2065  1  1 98  0  0
 0  0      0 21609604 253952 6422652    0    0     0    75 1357 2236  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 21608888 253952 6423164    0    0     0    75 1377 2245  1  1 98  0  0
 1  0      0 21591184 253996 6424492    0    0     0    90 1328 2081  1  1 98  0  0
 3  0      0 21590344 253996 6425084    0    0     0    90 1357 2196  1  1 98  0  0
 1  0      0 21606828 254088 6421184    0    0     0   107 1353 2233  1  1 98  0  0
 0  0      0 21592716 254088 6421184    0    0     0   107 1336 2125  1  1 98  0  0
 1  0      0 21620688 254144 6420696    0    0     0    86 1378 2207  1  1 98  0  0
 1  0      0 21618964 254144 6421072    0    0     0    86 1357 2182  1  1 98  0  0
 0  0      0 21621300 254176 6425340    0    0     0    53 1280 2017  1  1 98  0  0
 1  0      0 21626292 254176 6423292    0    0     0    65 1317 2150  1  1 98  0  0
 0  0      0 21606536 254248 6422904    0    0     0    86 1317 2158  1  1 98  0  0
 1  0      0 21607880 254248 6423288    0    0     0    74 1289 2040  1  1 98  0  0
 0  0      0 21557200 254312 6433652    0    0     0    97 1484 2640  1  1 98  0  0
 0  0      0 21572520 254312 6434444    0    0     0    97 1482 2644  1  1 98  0  0
 2  0      0 21630800 254348 6418732    0    0     0   147 1325 2084  1  1 98  0  0
 3  0      0 21629668 254348 6419244    0    0     0   147 1383 2212  1  1 98  0  0
 0  0      0 21637220 254412 6416676    0    0     0    86 1518 2235  1  1 98  0  0
 0  0      0 21638128 254412 6417056    0    0     0    86 1457 2092  1  1 98  0  0
 0  0      0 21619848 254516 6416728    0    0     0   104 1576 2294  1  1 98  0  0
 0  0      0 21624336 254516 6419288    0    0     0   104 1566 2300  1  1 98  0  0
 0  0      0 21647892 254564 6419288    0    0     0    92 1403 2096  1  1 98  0  0
 0  0      0 21646800 254564 6419352    0    0     0    92 1433 2232  1  1 98  0  0
 0  0      0 21644092 254620 6418764    0    0     0    82 1570 2237  1  1 98  0  0
 0  0      0 21642088 254620 6419128    0    0     0    82 1534 2090  1  1 98  0  0
