procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 18263604 294348 8571088    0    0     0   309 4061 12247  4  2 94  0  0
 1  0      0 18248484 294424 8579280    0    0     0   333 4332 13359  5  2 93  0  0
 3  0      0 18225904 294464 8591964    0    0     0   397 4435 13770  5  2 93  0  0
 1  0      0 18234656 294512 8589196    0    0     0   298 3778 10857  4  2 95  0  0
 0  0      0 18148960 294584 8608884    0    0     0   441 4111 13690  5  2 94  0  0
 3  0      0 18113324 294696 8599308    0    0     0   402 6050 13625  6  2 92  0  0
 3  0      0 18135948 294736 8572624    0    0     0   433 4176 11191  4  2 94  0  0
 1  0      0 18196252 294804 8575440    0    0     0   291 3326 9558  4  1 95  0  0
 1  0      0 18244012 294836 8577352    0    0     0   355 3856 11029  4  1 95  0  0
 4  0      0 18222676 294920 8595436    0    0     0   209 4237 11941  5  2 94  0  0
 0  0      0 18244384 295004 8594012    0    0     0   337 5403 14353  6  2 92  0  0
 0  0      0 18234320 295060 8598424    0    0     0   237 4236 12682  5  2 94  0  0
 4  0      0 18185328 295156 8591816    0    0     0   326 4484 14826  5  2 93  0  0
 1  0      0 18180216 295292 8596732    0    0     0   533 4659 14945  5  2 93  0  0
 0  0      0 18185996 295420 8586720    0    0     0   458 4509 14737  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18172052 295500 8587080    0    0     0   357 4214 13910  5  2 93  0  0
 1  0      0 18204292 295628 8575424    0    0     0   487 4505 13601  5  2 94  0  0
 0  0      0 18183396 295752 8581736    0    0     0   378 5278 15407  6  2 92  0  0
 0  0      0 18165380 295812 8593532    0    0     0   472 4727 15755  6  2 92  0  0
 2  0      0 18159164 295868 8598956    0    0     0   311 4712 12002  5  2 93  0  0
 0  0      0 18103208 296004 8599580    0    0     0   347 4525 13998  5  2 93  0  0
 1  0      0 18190884 296080 8589520    0    0     0   520 3600 10056  4  1 95  0  0
 0  0      0 18182440 296148 8588408    0    0     0   294 3350 9031  3  1 96  0  0
 0  0      0 18211712 296184 8599780    0    0     0   305 3509 9368  3  1 95  0  0
 1  0      0 18198616 296220 8609016    0    0     0   376 3373 9481  3  1 95  0  0
 0  0      0 18219908 296260 8586028    0    0     0   514 3397 9281  3  1 96  0  0
 0  0      0 18235008 296336 8578204    0    0     0   315 3363 9067  3  1 96  0  0
 3  0      0 18228376 296376 8580280    0    0     0   230 3250 9066  3  1 96  0  0
 1  0      0 18245832 296392 8584992    0    0     0   320 3346 9424  3  1 96  0  0
 1  0      0 18226316 296424 8589720    0    0     0   452 3629 9445  4  1 95  0  0
 1  0      0 18225212 296464 8575436    0    0     0   329 3381 9084  3  1 96  0  0
 0  0      0 18232740 296544 8578976    0    0     0   293 3435 9220  3  1 95  0  0
 0  0      0 18248012 296584 8549120    0    0     0   354 3275 8904  3  1 96  0  0
 2  0      0 17885464 296764 8702840    0    0    10   621 5906 17256  6  2 92  0  0
 2  0      0 17623552 296964 8743980    0    0    46  1051 6117 20341  6  2 91  0  0
 2  0      0 17477804 297280 8820168    0    0     0   878 4965 16600  5  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 17570080 297416 8705920    0    0     0   551 4989 14778  5  2 93  0  0
 0  0      0 17659676 297620 8670792    0    0     7   402 4003 11345  4  2 94  0  0
 1  0      0 17878260 297692 8594572    0    0     0   501 3473 9048  3  1 95  0  0
 0  0      0 17919848 297736 8592812    0    0     0   556 3235 8775  3  1 96  0  0
 0  0      0 17957132 297792 8595716    0    0     0   371 3131 8539  3  1 96  0  0
 0  0      0 17944244 297852 8599476    0    0     0   274 3227 8716  3  1 96  0  0
 2  0      0 17938164 297904 8627016    0    0     0   354 3184 8767  3  1 96  0  0
 1  0      0 17954828 297956 8611712    0    0     0   295 3213 8701  3  1 96  0  0
 0  0      0 17978892 298000 8609064    0    0     0   227 3252 8583  3  1 96  0  0
 0  0      0 17956984 298060 8612996    0    0     0   339 3186 8623  3  1 96  0  0
 0  0      0 17923552 298104 8638648    0    0     0   304 3451 9092  3  1 96  0  0
 1  1      0 17958044 298160 8629684    0    0     0   296 3260 8613  3  1 96  0  0
 1  0      0 17942948 298200 8633592    0    0     0   248 3205 8529  3  1 96  0  0
 4  0      0 17936420 298236 8635160    0    0     0   285 3333 9089  3  1 96  0  0
 1  0      0 17987360 298288 8579428    0    0     0   375 3245 8795  3  1 96  0  0
 0  0      0 17959444 298328 8610528    0    0     0   383 3240 8649  3  1 96  0  0
 2  0      0 17958572 298380 8584392    0    0     0   357 3152 8655  3  1 96  0  0
 1  0      0 17972280 298432 8584380    0    0     0   239 3106 8444  3  1 96  0  0
 0  0      0 17936196 298476 8617696    0    0     0   401 3301 8915  3  1 96  0  0
 2  0      0 17939696 298512 8595028    0    0     0   544 3331 8917  3  1 96  0  0
 3  0      0 17979968 298536 8628844    0    0     0   362 3274 8819  3  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17985784 298624 8612568    0    0     0   637 3201 8708  3  1 96  0  0
 0  0      0 17994888 298660 8605808    0    0     0   321 3233 8599  3  1 96  0  0
 0  0      0 17990156 298708 8608936    0    0     0   311 3176 8581  3  1 96  0  0
 0  0      0 17979500 298736 8612940    0    0     0   372 3285 8871  3  1 96  0  0
 0  0      0 18019096 298800 8599600    0    0     0   322 3301 8714  3  1 96  0  0
 0  0      0 17993812 298860 8614196    0    0     0   448 3352 9019  3  1 96  0  0
 0  0      0 17971240 298916 8620060    0    0     0   432 3186 8560  3  1 96  0  0
 1  0      0 17933144 298960 8629736    0    0     0   314 3364 8985  3  1 96  0  0
 2  0      0 17953904 299012 8630496    0    0     0   436 3239 8631  3  1 96  0  0
 0  0      0 17993148 299060 8600544    0    0     0   220 3076 8432  3  1 96  0  0
 0  0      0 18378576 299120 8583328    0    0     0   143 3016 6398  2  1 97  0  0
 0  0      0 18364096 299244 8586260    0    0     0   245 3180 7187  4  1 95  0  0
 1  0      0 18438024 299328 8580512    0    0     0   537 2508 4377  3  1 97  0  0
 0  0      0 18445948 299364 8584496    0    0     0  1325 1812 3044  2  1 98  0  0
 0  0      0 18507168 299420 8582312    0    0     0   120 1594 2397  1  1 98  0  0
