procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 18263604 294348 8571088    0    0     0   309 4061 12247  4  2 94  0  0
 1  0      0 18248484 294424 8579280    0    0     0   333 4332 13359  5  2 93  0  0
 3  0      0 18225904 294464 8591964    0    0     0   397 4435 13770  5  2 93  0  0
 1  0      0 18234656 294512 8589196    0    0     0   298 3778 10857  4  2 95  0  0
 0  0      0 18148960 294584 8608884    0    0     0   441 4111 13690  5  2 94  0  0
 3  0      0 18113324 294696 8599308    0    0     0   402 6050 13625  6  2 92  0  0
 3  0      0 18135948 294736 8572624    0    0     0   433 4176 11191  4  2 94  0  0
 1  0      0 18196252 294804 8575440    0    0     0   291 3326 9558  4  1 95  0  0
 1  0      0 18244012 294836 8577352    0    0     0   355 3856 11029  4  1 95  0  0
 4  0      0 18222676 294920 8595436    0    0     0   209 4237 11941  5  2 94  0  0
 0  0      0 18244384 295004 8594012    0    0     0   337 5403 14353  6  2 92  0  0
 0  0      0 18234320 295060 8598424    0    0     0   237 4236 12682  5  2 94  0  0
 4  0      0 18185328 295156 8591816    0    0     0   326 4484 14826  5  2 93  0  0
 1  0      0 18180216 295292 8596732    0    0     0   533 4659 14945  5  2 93  0  0
 0  0      0 18185996 295420 8586720    0    0     0   458 4509 14737  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18172052 295500 8587080    0    0     0   357 4214 13910  5  2 93  0  0
 1  0      0 18204292 295628 8575424    0    0     0   487 4505 13601  5  2 94  0  0
 0  0      0 18183396 295752 8581736    0    0     0   378 5278 15407  6  2 92  0  0
 0  0      0 18165380 295812 8593532    0    0     0   472 4727 15755  6  2 92  0  0
 2  0      0 18159164 295868 8598956    0    0     0   311 4712 12002  5  2 93  0  0
 0  0      0 18103208 296004 8599580    0    0     0   347 4525 13998  5  2 93  0  0
 1  0      0 18190884 296080 8589520    0    0     0   520 3600 10056  4  1 95  0  0
 0  0      0 18182440 296148 8588408    0    0     0   294 3350 9031  3  1 96  0  0
 0  0      0 18211712 296184 8599780    0    0     0   305 3509 9368  3  1 95  0  0
 1  0      0 18198616 296220 8609016    0    0     0   376 3373 9481  3  1 95  0  0
 0  0      0 18219908 296260 8586028    0    0     0   514 3397 9281  3  1 96  0  0
 0  0      0 18235008 296336 8578204    0    0     0   315 3363 9067  3  1 96  0  0
 3  0      0 18228376 296376 8580280    0    0     0   230 3250 9066  3  1 96  0  0
 1  0      0 18245832 296392 8584992    0    0     0   320 3346 9424  3  1 96  0  0
 1  0      0 18226316 296424 8589720    0    0     0   452 3629 9445  4  1 95  0  0
 1  0      0 18225212 296464 8575436    0    0     0   329 3381 9084  3  1 96  0  0
 0  0      0 18232740 296544 8578976    0    0     0   293 3435 9220  3  1 95  0  0
 0  0      0 18248012 296584 8549120    0    0     0   354 3275 8904  3  1 96  0  0
 2  0      0 17885464 296764 8702840    0    0    10   621 5906 17256  6  2 92  0  0
 2  0      0 17623552 296964 8743980    0    0    46  1051 6117 20341  6  2 91  0  0
 2  0      0 17477804 297280 8820168    0    0     0   878 4965 16600  5  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 17570080 297416 8705920    0    0     0   551 4989 14778  5  2 93  0  0
 0  0      0 17659676 297620 8670792    0    0     7   402 4003 11345  4  2 94  0  0
 1  0      0 17878260 297692 8594572    0    0     0   501 3473 9048  3  1 95  0  0
 0  0      0 17919848 297736 8592812    0    0     0   556 3235 8775  3  1 96  0  0
 0  0      0 17957132 297792 8595716    0    0     0   371 3131 8539  3  1 96  0  0
 0  0      0 17944244 297852 8599476    0    0     0   274 3227 8716  3  1 96  0  0
 2  0      0 17938164 297904 8627016    0    0     0   354 3184 8767  3  1 96  0  0
 1  0      0 17954828 297956 8611712    0    0     0   295 3213 8701  3  1 96  0  0
 0  0      0 17978892 298000 8609064    0    0     0   227 3252 8583  3  1 96  0  0
 0  0      0 17956984 298060 8612996    0    0     0   339 3186 8623  3  1 96  0  0
 0  0      0 17923552 298104 8638648    0    0     0   304 3451 9092  3  1 96  0  0
 1  1      0 17958044 298160 8629684    0    0     0   296 3260 8613  3  1 96  0  0
 1  0      0 17942948 298200 8633592    0    0     0   248 3205 8529  3  1 96  0  0
 4  0      0 17936420 298236 8635160    0    0     0   285 3333 9089  3  1 96  0  0
 1  0      0 17987360 298288 8579428    0    0     0   375 3245 8795  3  1 96  0  0
 0  0      0 17959444 298328 8610528    0    0     0   383 3240 8649  3  1 96  0  0
 2  0      0 17958572 298380 8584392    0    0     0   357 3152 8655  3  1 96  0  0
 1  0      0 17972280 298432 8584380    0    0     0   239 3106 8444  3  1 96  0  0
 0  0      0 17936196 298476 8617696    0    0     0   401 3301 8915  3  1 96  0  0
 2  0      0 17939696 298512 8595028    0    0     0   544 3331 8917  3  1 96  0  0
 3  0      0 17979968 298536 8628844    0    0     0   362 3274 8819  3  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 17985784 298624 8612568    0    0     0   637 3201 8708  3  1 96  0  0
 0  0      0 17994888 298660 8605808    0    0     0   321 3233 8599  3  1 96  0  0
 0  0      0 17990156 298708 8608936    0    0     0   311 3176 8581  3  1 96  0  0
 0  0      0 17979500 298736 8612940    0    0     0   372 3285 8871  3  1 96  0  0
 0  0      0 18019096 298800 8599600    0    0     0   322 3301 8714  3  1 96  0  0
 0  0      0 17993812 298860 8614196    0    0     0   448 3352 9019  3  1 96  0  0
 0  0      0 17971240 298916 8620060    0    0     0   432 3186 8560  3  1 96  0  0
 1  0      0 17933144 298960 8629736    0    0     0   314 3364 8985  3  1 96  0  0
 2  0      0 17953904 299012 8630496    0    0     0   436 3239 8631  3  1 96  0  0
 0  0      0 17993148 299060 8600544    0    0     0   220 3076 8432  3  1 96  0  0
 0  0      0 18378576 299120 8583328    0    0     0   143 3016 6398  2  1 97  0  0
 0  0      0 18364096 299244 8586260    0    0     0   245 3180 7187  4  1 95  0  0
 1  0      0 18438024 299328 8580512    0    0     0   537 2508 4377  3  1 97  0  0
 0  0      0 18445948 299364 8584496    0    0     0  1325 1812 3044  2  1 98  0  0
 0  0      0 18507168 299420 8582312    0    0     0   120 1594 2397  1  1 98  0  0
 0  0      0 18499236 299524 8576440    0    0     0   863 1982 3158  2  1 97  0  0
 1  0      0 18501940 299636 8571972    0    0     0  1086 2146 4212  2  1 97  0  0
 3  0      0 18579360 299680 8561784    0    0     0   156 1862 2920  2  1 98  0  0
 1  0      0 18572644 299772 8561780    0    0     0   160 2571 4638  3  1 96  0  0
 0  0      0 18576300 299852 8562356    0    0     0   105 2259 4201  2  1 97  0  0
 0  0      0 18590544 299948 8559296    0    0     0   105 1945 3324  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18659984 300096 8568136    0    0     0   129 4339 8016  4  1 95  0  0
 0  0      0 18732636 300176 8489824    0    0     0   254 3152 7073  4  1 95  0  0
 0  0      0 18815008 300212 8481540    0    0     0    74 2331 6096  3  1 96  0  0
 1  0      0 18756960 300304 8486944    0    0     0   167 2746 4821  3  1 96  0  0
 0  0      0 18776228 300392 8475328    0    0     0   114 2965 8140  4  1 95  0  0
 2  0      0 18783776 300548 8490576    0    0     0   151 3134 6574  3  1 96  0  0
 0  0      0 18739884 300592 8481500    0    0     0   120 1555 3156  1  1 98  0  0
 0  0      0 18753680 300660 8479076    0    0     0   131 1118 1714  1  1 99  0  0
 0  0      0 18766820 300700 8484288    0    0     0   102 1202 1863  1  1 98  0  0
 0  0      0 18756224 300748 8488884    0    0     0    74 2077 3443  2  1 97  0  0
 0  0      0 18781816 300772 8476836    0    0     0    89 1858 4903  2  1 97  0  0
 0  0      0 18785072 300832 8473852    0    0     0    97 1563 4186  2  1 97  0  0
 0  0      0 18757556 300888 8465928    0    0     0    95 1897 5079  2  1 97  0  0
 0  0      0 18745700 300924 8469400    0    0     0    79 2071 5911  3  1 97  0  0
 2  0      0 18732972 301020 8489416    0    0     0   148 4459 9011  6  1 93  0  0
 0  0      0 18732776 301132 8467412    0    0     0   192 3075 4616  3  1 96  0  0
 1  0      0 18779216 301232 8525908    0    0     0   289 3458 9689  3  2 95  0  0
 1  0      0 18806064 301428 8492012    0    0    20   447 2729 7082  2  1 96  0  0
 0  0      0 19046720 301456 8500104    0    0     0   173 2331 5405  2  1 97  0  0
 0  0      0 19013468 301704 8527212    0    0     0   526 3557 8972  3  1 96  0  0
 0  0      0 19020080 301860 8508116    0    0     0   453 1914 4539  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 19087896 302012 8467240    0    0     0   287 2231 4711  2  1 97  0  0
 4  0      0 19085052 302100 8462112    0    0     0   151 2464 4591  3  1 97  0  0
 0  0      0 19152816 302168 8443636    0    0     0   146 2687 5299  3  1 96  0  0
 0  0      0 19147840 302224 8457940    0    0     0    95 2078 3826  2  1 97  0  0
 2  0      0 19113612 302264 8456204    0    0     0    84 1768 4153  2  1 97  0  0
 2  0      0 19066996 302380 8473244    0    0     0   190 2685 7161  3  1 96  0  0
 3  0      0 19044520 302444 8479656    0    0     0   135 2697 8047  3  1 96  0  0
 1  0      0 19076236 302528 8452360    0    0     0   134 3214 5047  3  1 96  0  0
 2  0      0 19047644 302572 8443236    0    0     0    66 2000 3659  2  1 97  0  0
 0  0      0 18918380 302644 8445652    0    0     0   105 2305 4802  3  1 96  0  0
 1  0      0 18886952 302704 8447008    0    0     0   121 2050 4659  3  1 97  0  0
 0  0      0 19159604 302784 8467060    0    0     0    90 3128 8835  4  1 95  0  0
 1  0      0 19165316 302832 8463640    0    0     0   116 2186 4711  2  1 97  0  0
 1  0      0 19137108 302896 8480384    0    0     0   145 2959 6960  4  1 95  0  0
 2  0      0 19216984 302968 8452408    0    0     0   103 1918 3352  2  1 98  0  0
 1  0      0 19201320 303004 8442156    0    0     0    58 1184 1381  1  1 99  0  0
 2  0      0 19194488 303044 8442180    0    0     0    65 1126 1348  1  1 99  0  0
 0  0      0 19155928 303080 8447936    0    0     0    94 2705 4254  3  1 96  0  0
 0  0      0 19160588 303164 8444288    0    0     0   128 2287 6147  2  1 97  0  0
 2  0      0 19166788 303204 8441276    0    0     0    79 2792 5616  3  1 97  0  0
 0  0      0 19206068 303272 8435472    0    0     0   110 1871 2650  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19218240 303312 8432852    0    0     0    70 1456 2195  1  1 98  0  0
 0  0      0 19208940 303396 8432260    0    0     0   109 1319 2137  1  1 98  0  0
 0  0      0 19158428 303456 8441556    0    0     0   103 1756 2807  1  1 98  0  0
 1  0      0 19143488 303508 8442320    0    0     0    90 2601 3458  2  1 98  0  0
 0  0      0 19162704 303548 8448984    0    0     0    68 4827 5107  2  1 97  0  0
 0  1      0 19194796 303612 8441884    0    0     0   111 1759 3047  1  1 98  0  0
 0  0      0 19186136 303652 8432188    0    0     0    85 1647 2688  1  1 98  0  0
 0  0      0 19149128 303712 8441032    0    0     0   126 1753 3311  2  1 98  0  0
 1  0      0 19189532 303812 8428412    0    0     0   148 2929 6807  3  1 96  0  0
 1  0      0 19263476 303920 8428944    0    0     0   109 2276 4796  2  1 97  0  0
 0  0      0 19214840 303980 8441680    0    0     0    91 1861 3219  2  1 97  0  0
 0  0      0 19220540 304044 8441692    0    0     0    92 1478 2387  1  1 98  0  0
 0  0      0 19193744 304164 8453000    0    0     0   110 2632 5011  3  1 96  0  0
 1  0      0 19208448 304216 8436064    0    0     0    88 2803 5822  3  1 96  0  0
 0  0      0 19218536 304272 8430120    0    0     0    90 1641 3079  1  1 98  0  0
 0  0      0 19208420 304524 8434728    0    0     6   197 3189 6379  3  1 96  0  0
 0  0      0 19225624 304620 8427740    0    0     0   101 1475 2257  1  1 98  0  0
 0  0      0 19208100 304712 8428328    0    0     0   124 2210 3899  2  1 97  0  0
 2  0      0 19182480 304764 8448164    0    0     0    65 1949 3386  2  1 98  0  0
 1  0      0 19166004 304908 8448100    0    0     0   161 3259 7093  4  1 95  0  0
 1  0      0 19138076 304936 8442732    0    0     0   104 3073 5373  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19204192 305080 8448324    0    0     0   174 2650 5967  4  1 95  0  0
 0  0      0 19231196 305116 8433072    0    0     0    90 1704 2931  1  1 98  0  0
 0  0      0 19163480 305196 8455284    0    0     0   116 2580 4561  3  1 96  0  0
 0  0      0 19172588 305236 8433020    0    0     0   125 1101 1594  1  1 99  0  0
 0  0      0 19194040 305308 8426788    0    0     0   171 1212 1676  1  1 98  0  0
 0  0      0 19204524 305364 8426844    0    0     0    87 1061 1404  1  1 99  0  0
 0  0      0 19195784 305392 8426836    0    0     0    54 1150 1536  1  1 99  0  0
 0  0      0 19218544 305452 8429064    0    0     0    89 1247 1644  1  1 99  0  0
 0  0      0 19203740 305496 8428448    0    0     0    74 1466 3156  1  1 98  0  0
 1  0      0 19184904 305536 8438656    0    0     0   102 1769 4693  2  1 98  0  0
 0  0      0 19189784 305584 8441416    0    0     0    86 1600 3930  2  1 98  0  0
 0  0      0 19206736 305624 8439152    0    0     0   107 1451 2738  1  1 98  0  0
 0  0      0 19211500 305688 8434556    0    0     0    86 2222 5545  2  1 97  0  0
 1  0      0 19184428 305756 8448420    0    0     0   117 2366 4365  2  1 97  0  0
 0  0      0 19178412 305968 8435060    0    0     0   186 2429 6330  3  1 96  0  0
 0  0      0 19182672 306024 8424580    0    0     0    87 1402 2434  1  1 98  0  0
 0  0      0 19184416 306080 8424900    0    0     0    97 1228 1943  1  1 98  0  0
 1  0      0 19191404 306132 8436500    0    0     0    94 1131 1599  1  1 99  0  0
 0  0      0 18962096 306220 8479168    0    0     0   279 3100 6953  3  1 96  0  0
 0  0      0 19044824 306328 8445316    0    0     0   267 3870 7068  4  1 95  0  0
 2  1      0 19053052 306492 8447492    0    0     0   160 2882 4950  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19174928 306568 8426448    0    0     1   149 2238 3687  2  1 97  0  0
 0  0      0 19185924 306624 8425672    0    0     0    86 1168 1798  1  1 98  0  0
 0  0      0 19150616 306680 8435212    0    0     0   109 1250 2172  1  1 98  0  0
 0  0      0 19190056 306736 8425848    0    0     0   133 1290 2140  1  1 98  0  0
 0  0      0 19200084 306788 8434456    0    0     0    99 2081 3500  2  1 98  0  0
 0  0      0 19165388 306808 8434468    0    0     0    71 1219 1752  1  1 99  0  0
 0  1      0 19201024 306852 8405448    0    0     0    78 1189 1782  1  1 98  0  0
 0  0      0 19176128 306912 8434176    0    0     0    88 1288 2066  1  1 98  0  0
 0  0      0 19186792 306952 8435456    0    0     0   105 1799 4268  2  1 97  0  0
 0  0      0 19190316 306996 8427612    0    0     0    74 1146 1641  1  1 98  0  0
 0  0      0 19181096 307036 8421184    0    0     0    45 1069 1437  1  1 99  0  0
 0  0      0 19192852 307068 8425012    0    0     0    94 1160 1766  1  1 98  0  0
 0  0      0 19183716 307124 8437784    0    0     0    86 1718 3249  2  1 97  0  0
 1  0      0 19185072 307172 8433560    0    0     0    96 1076 1397  1  1 99  0  0
 0  0      0 19172416 307216 8439348    0    0     0    82 1283 1790  1  1 99  0  0
 0  0      0 19202476 307256 8436028    0    0     0    74 1224 1622  1  1 99  0  0
 0  0      0 19193968 307300 8429692    0    0     0    86 1557 2002  1  1 98  0  0
 0  0      0 19198884 307348 8428696    0    0     0    92 1229 1556  1  1 99  0  0
 0  0      0 19231384 307392 8430008    0    0     0    80 1329 1986  1  1 98  0  0
 1  0      0 19200636 307548 8423408    0    0     0   136 3182 6446  3  1 96  0  0
 0  0      0 19173192 307612 8439432    0    0     0    95 1762 4091  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19100876 307704 8447844    0    0     0  1327 2086 3978  2  1 97  0  0
 0  0      0 19064244 307808 8451824    0    0     0   252 3261 6805  3  1 95  0  0
 3  0      0 19138448 307924 8447488    0    0     0   198 4700 9117  5  1 94  0  0
 0  0      0 19181776 307988 8425296    0    0     0   104 2133 5741  3  1 96  0  0
 0  0      0 19181160 308044 8427252    0    0     0   113 2681 7388  3  1 96  0  0
 0  0      0 19151800 308144 8425560    0    0     0   131 2346 6448  3  1 96  0  0
 7  0      0 19126828 308320 8430428    0    0     0  1821 3409 7132  4  1 95  0  0
 2  0      0 19113096 308376 8442744    0    0     0    56 2789 8272  3  1 96  0  0
 1  0      0 19147328 308468 8431320    0    0   109   195 2825 7255  3  1 96  0  0
 2  0      0 19110408 308680 8439748    0    0     0   191 3128 8885  4  1 95  0  0
 0  0      0 19089080 308784 8457908    0    0     0   125 3306 7182  4  1 95  0  0
 0  0      0 19106652 308920 8448556    0    0     0  1819 3524 7846  4  1 95  0  0
 4  0      0 19086496 308976 8437912    0    0     0    99 3328 8544  4  1 94  0  0
 0  0      0 19100364 309024 8439268    0    0     0    74 2573 6761  3  1 96  0  0
 0  0      0 19112000 309168 8428832    0    0     0   147 2705 7568  3  1 95  0  0
 0  0      0 19131936 309236 8445364    0    0     0    82 2598 4828  2  1 97  0  0
 0  0      0 19122364 309300 8435104    0    0     0   118 2390 4349  2  1 97  0  0
 0  0      0 19108796 309392 8428396    0    0     0   112 2499 7721  3  1 96  0  0
 2  0      0 19140684 309492 8419312    0    0     0   126 2921 5279  3  1 96  0  0
 0  0      0 19097136 309560 8432476    0    0     0   111 3076 6599  3  1 96  0  0
 0  0      0 19114404 309752 8432016    0    0     0   199 3538 10472  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 19121328 309832 8454236    0    0     0   110 3086 7252  3  1 96  0  0
 1  0      0 19087556 310020 8427332    0    0     0   159 2920 6154  3  1 96  0  0
 0  0      0 19095652 310068 8428960    0    0     0    98 1356 1993  1  1 98  0  0
 0  0      0 19047196 310132 8445112    0    0     0   115 1596 2548  1  1 98  0  0
 0  0      0 19137184 310228 8433916    0    0     9   217 2987 3023  4  1 95  0  0
 0  0      0 19125636 310296 8434816    0    0     0    95 1710 2859  1  1 98  0  0
 1  0      0 19122436 310412 8441444    0    0     0   111 3000 5782  3  1 96  0  0
 0  0      0 19125200 310496 8424596    0    0     0    89 1628 3438  2  1 98  0  0
 0  0      0 19101248 310636 8434648    0    0     0   130 2928 5477  3  1 96  0  0
 0  0      0 19143712 310748 8420844    0    0     0   115 2016 3921  2  1 97  0  0
 1  0      0 19128472 310844 8433660    0    0     0   130 1796 3057  2  1 97  0  0
 0  0      0 19130968 310936 8433752    0    0     0   118 1846 3198  2  1 98  0  0
 0  0      0 19130144 311172 8440764    0    0     0   143 2989 5608  3  1 96  0  0
 0  0      0 19114696 311228 8433960    0    0     0    86 1815 3177  2  1 97  0  0
 0  0      0 19145540 311272 8421356    0    0     0   142 2186 2631  4  1 95  0  0
 3  0      0 19079192 311440 8441832    0    0     0   260 4059 7754  6  3 91  0  0
 3  0      0 19101376 311628 8428332    0    0     0  1459 5804 46477 10  2 89  0  0
 2  0      0 19125208 311700 8428452    0    0     0   127 1619 3407  2  1 98  0  0
 4  0      0 19149808 311920 8429176    0    0     0   185 2112 5318  2  1 97  0  0
 0  0      0 19089312 312092 8442076    0    0     0   177 2793 7646  3  1 95  0  0
 0  0      0 19047780 312400 8453644    0    0     0   296 2521 6826  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 19102104 312668 8429560    0    0     0   257 2410 5988  3  1 96  0  0
 1  0      0 19057984 312856 8462864    0    0     0   146 2337 6063  3  1 96  0  0
 0  0      0 19082808 312916 8443112    0    0     0    94 2379 5398  3  1 97  0  0
 0  0      0 19111584 312980 8435876    0    0     0    92 1588 3516  2  1 98  0  0
 0  0      0 19083228 313112 8439688    0    0     0   262 3900 5778  6  2 92  0  0
 0  0      0 19094196 313224 8441784    0    0     0   167 2970 5784  3  1 96  0  0
 3  0      0 19079508 313332 8431264    0    0     0   121 2229 3506  2  1 97  0  0
 1  0      0 19061928 313440 8430512    0    0     0   263 4947 8561  8  3 89  0  0
 3  0      0 18960408 313592 8452236    0    0     0   362 6077 30797 10  2 87  0  0
 0  0      0 19077476 313640 8428496    0    0     0   121 2933 17193  4  1 95  0  0
 0  0      0 19050584 313708 8436096    0    0     0    78 1698 3667  2  1 97  0  0
 0  0      0 19061240 313808 8430264    0    0     0   105 2463 4215  2  1 97  0  0
 0  0      0 19080556 313884 8425964    0    0     0   114 1471 2159  1  1 98  0  0
 0  0      0 19068760 313948 8441288    0    0     0    74 1644 2710  2  1 98  0  0
 5  0      0 19073912 314000 8442820    0    0     0    99 1974 2624  2  1 97  0  0
 0  0      0 19066172 314080 8448108    0    0     0   112 2999 6638  3  1 96  0  0
 0  0      0 19052676 314196 8442476    0    0     0   153 3027 6829  3  2 95  0  0
 0  0      0 19112560 314252 8424104    0    0     0    99 1399 2471  1  1 98  0  0
 0  0      0 19071608 314280 8426684    0    0     0    87 1200 1408  1  1 99  0  0
 0  0      0 19048600 314324 8431232    0    0     0    99 1212 2046  1  1 98  0  0
 1  0      0 19040152 314464 8437396    0    0     0   217 3584 8024  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19036308 314532 8439552    0    0     0    96 1714 3026  1  1 98  0  0
 5  0      0 19058956 314580 8440072    0    0     0   105 1624 2684  1  1 98  0  0
 0  0      0 19020536 314636 8440464    0    0     0    66 2128 4156  2  1 97  0  0
 0  0      0 19046528 314796 8440536    0    0     0   350 2325 3844  2  1 97  0  0
 0  0      0 19045520 314872 8426288    0    0     0   107 1620 2551  1  1 98  0  0
 0  0      0 19052988 314964 8431816    0    0     0   155 2105 3718  2  1 97  0  0
 1  1      0 18588380 315144 8519956    0    0     0   182 3700 9748  4  1 95  0  0
 0  0      0 17852692 315256 8492104    0    0     0   305 2624 6598  4  1 96  0  0
 0  0      0 18758224 315400 8482128    0    0     0   310 2442 5611  2  1 97  0  0
 0  0      0 18685628 315512 8488888    0    0     0   221 1810 4340  1  1 98  0  0
 0  0      0 18657908 315556 8483680    0    0     0   109 1026 1176  1  1 99  0  0
 0  0      0 18668716 315592 8482292    0    0     0   135  984 1140  0  1 99  0  0
 0  0      0 18723692 315624 8472516    0    0     0    73  965 1072  0  1 99  0  0
 0  0      0 18760052 315664 8443800    0    0     0    92 1057 1172  1  1 99  0  0
 0  0      0 18757152 315696 8443828    0    0     0    49  975 1064  0  1 99  0  0
 0  0      0 18732552 315772 8472072    0    0     0    95 1007 1088  0  1 99  0  0
 0  0      0 18747520 315804 8462384    0    0     0    85  963 1080  0  1 99  0  0
 0  0      0 18746280 315856 8460608    0    0     0    89 1022 1109  0  1 99  0  0
 0  0      0 18698444 315892 8473076    0    0     0   111  981 1407  0  1 99  0  0
 0  0      0 18704836 315968 8467564    0    0     0   138  981 1187  0  1 99  0  0
 0  0      0 18766552 315988 8441676    0    0     0    82  989 1047  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18748036 316044 8442188    0    0     0    73 1001 1184  0  1 99  0  0
 0  0      0 18717224 316076 8473988    0    0     0    74 1004 1182  0  1 99  0  0
 0  0      0 18714788 316120 8470856    0    0     0    65 1119 1282  1  1 99  0  0
 0  0      0 18723776 316164 8460084    0    0     0    80  980 1055  0  1 99  0  0
 0  0      0 18729692 316208 8460640    0    0     0    85  971 1036  0  1 99  0  0
 0  0      0 18733404 316264 8458592    0    0     0   109 1015 1125  0  1 99  0  0
 0  0      0 18727164 316300 8458644    0    0     0    48  954 1021  0  1 99  0  0
 0  0      0 18716320 316360 8470496    0    0     0    91  985 1075  0  1 99  0  0
 0  0      0 18721584 316400 8471132    0    0     0    62 1012 1053  0  1 99  0  0
 0  0      0 18757556 316460 8433456    0    0     0    77  985 1020  0  1 99  0  0
 0  0      0 18760280 316480 8433980    0    0     0    51  981 1029  0  1 99  0  0
 0  0      0 18748460 316512 8452596    0    0     0    73  978 1044  0  1 99  0  0
