procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 22868800 209544 6820980    0    0     0    84 2724 4895  2  1 97  0  0
 0  0      0 22876300 209712 6823224    0    0     0   110 3361 7218  3  1 96  0  0
 0  0      0 22859520 209856 6824568    0    0     0   118 2970 5892  2  1 97  0  0
 0  0      0 22883436 209880 6819736    0    0     1    32 2099 5777  2  1 97  0  0
 0  0      0 22877316 209976 6824156    0    0     0    76 2250 4267  2  1 97  0  0
 1  0      0 22895276 210000 6821416    0    0     0    40 3636 8565  4  1 95  0  0
 0  0      0 22872328 210064 6826936    0    0     0    74 2431 5854  3  1 96  0  0
 0  0      0 22838028 210200 6841552    0    0     0   111 4567 13042  4  2 94  0  0
 0  0      0 22692064 210352 6837596    0    0     0   138 2758 5244  2  1 97  0  0
 0  0      0 22643788 210484 6860220    0    0     1  1398 2395 6007  3  1 96  0  0
 0  0      0 22833760 210628 6821368    0    0     1   113 2331 5562  2  1 97  0  0
 0  0      0 22794328 210740 6836912    0    0    13   100 3197 8513  3  1 96  0  0
 0  0      0 22771688 210844 6845424    0    0     0    97 3145 6720  3  1 96  0  0
 1  0      0 22728540 210884 6829660    0    0   287    54 3281 7127  3  1 96  0  0
 1  0      0 22793408 210996 6836740    0    0     0   106 2375 5506  2  1 97  0  0
 0  0      0 22751852 211116 6831044    0    0     0   101 2953 7913  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22732392 211252 6860712    0    0     0    96 3037 5796  3  1 96  0  0
 1  0      0 22703280 211348 6838140    0    0     0   106 3312 7948  4  1 95  0  0
 0  0      0 22740340 211504 6856416    0    0    32    66 3304 4802  3  1 96  0  0
 0  0      0 22797844 211544 6834980    0    0     0    80 2102 4657  2  1 97  0  0
 0  0      0 22794000 211600 6833992    0    0     0    84 1709 2550  1  1 98  0  0
 0  0      0 22796180 211648 6834644    0    0     0    27 1410 2057  1  1 99  0  0
 0  0      0 22797232 211688 6828864    0    0     0    42 1365 2008  1  1 99  0  0
 1  0      0 22796256 211720 6833536    0    0     0    25 1580 2179  1  1 98  0  0
 0  0      0 22778796 211768 6837056    0    0     0    38 1511 2511  1  1 98  0  0
 0  0      0 22816996 211792 6808504    0    0     0    23 1969 4652  2  1 97  0  0
 3  0      0 22684088 211832 6850084    0    0     0    31 3255 7222  3  2 95  0  0
 1  0      0 22719016 211896 6834580    0    0     0    45 6571 3850  8  1 92  0  0
 1  0      0 22546992 211992 6851276    0    0     0    59 4108 6046  7  1 92  0  0
 1  0      0 22552128 212088 6856188    0    0     0   154 1881 2833  5  0 94  0  0
 1  0      0 22697664 212168 6845268    0    0     0  1351 1506 1392  5  0 95  0  0
 1  1      0 22705780 212208 6842168    0    0     0    91 1398 1240  5  0 95  0  0
 1  0      0 22739948 212256 6807996    0    0     0    27 1493 1355  5  0 94  0  0
 1  0      0 22619704 212328 6807648    0    0     0  1345 2155 2545  6  0 94  0  0
 1  0      0 22611348 212368 6807852    0    0     0    34 1427 1262  5  0 95  0  0
 1  0      0 22718816 212416 6831140    0    0     0    55 3370 1386  5  0 94  0  0
 1  0      0 22710416 212448 6833648    0    0     0    70 4811 1434  5  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22715016 212512 6830728    0    0     0    62 4594 1308  5  0 95  0  0
 1  0      0 22713532 212676 6831116    0    0     0   135 3276 1357  5  0 95  0  0
 1  0      0 22712100 212836 6831288    0    0     0    86 7237 1518  5  0 94  0  0
 1  0      0 22732396 212908 6802248    0    0     0   131 7345 1451  5  0 94  0  0
 1  0      0 22743716 212940 6802100    0    0     0    37 7409 1294  5  0 95  0  0
 1  0      0 22747540 212988 6802468    0    0     0    55 7372 1361  5  0 94  0  0
 1  0      0 22741756 213012 6802924    0    0     0    33 7327 1292  5  0 95  0  0
 4  0      0 22747052 213068 6802464    0    0     0    56 7431 1340  5  0 94  0  0
 5  0      0 22717712 213100 6833776    0    0     0    31 7261 1300  5  0 95  0  0
 5  0      0 22733464 213140 6833440    0    0     0    54 6487 2061  8  1 91  0  0
10  0      0 22539820 213180 6965504    0    0     0  2493 6125 4377 12  1 87  0  0
 8  0      0 22391668 213276 6979332    0    0     0   118 6725 8624 14  1 85  0  0
 8  0      0 22614804 213320 6838472    0    0     0  7118 5812 4831 11  1 87  0  0
 6  0      0 22752284 213368 6832688    0    0     0    63 4613 2094  4  3 93  0  0
 9  0      0 22285000 213408 7259632    0    0     0    96 5261 6980 12  2 87  0  0
 5  0      0 22063384 213504 7351788    0    0     0  2558 6869 12883 13  1 86  0  0
 5  0      0 22603028 213544 6839192    0    0     0  1353 3955 7940  9  2 89  0  0
 5  0      0 22689804 213592 6833648    0    0     0    49 4134 2422  8  3 90  0  0
 3  0      0 22788376 213616 6805304    0    0     0    65 5016 2420  8  2 90  0  0
 4  0      0 22590628 213672 6956128    0    0     0    66 6396 1827  5  1 94  0  0
 4  0      0 22761932 213704 6805052    0    0     0  1630 5974 2493  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 22724116 213760 6832596    0    0     0  1372 5700 4189  8  1 91  0  0
 5  0      0 22649288 213840 6930096    0    0     0    97 5282 3979 10  2 88  0  0
 6  0      0 22706396 213872 6872692    0    0     0  2534 5076 5779 11  2 87  0  0
 5  0      0 22740720 213928 6843992    0    0     0   965 4504 7081  8  3 89  0  0
 5  0      0 22645528 213968 6893548    0    0     0    82 5792 2941  9  2 89  0  0
 5  0      0 22665788 214000 6875480    0    0     0  2871 5430 7110  9  2 89  0  0
 4  0      0 22750360 214056 6828164    0    0     0    80 5483 5298  8  1 91  0  0
 3  0      0 22752168 214080 6831964    0    0     0    34 5005 1513  5  0 95  0  0
 3  0      0 22746888 214136 6831660    0    0     0    54 6135 1511  5  0 95  0  0
 3  0      0 22740048 214160 6828596    0    0     0    33 6673 1478  5  0 95  0  0
 3  0      0 22569684 214296 6843668    0    0     0   955 7623 3461  6  0 93  0  0
 3  0      0 22592416 214344 6841592    0    0     0   512 6869 1502  5  0 95  0  0
 3  0      0 22774144 214400 6798740    0    0     0   129 6894 1635  5  0 94  0  0
 3  0      0 22776652 214440 6795660    0    0     0    51 6854 1502  5  0 95  0  0
 2  0      0 22784892 214496 6795276    0    0     0    61 8285 1506  5  0 94  0  0
 3  0      0 22761356 214536 6828180    0    0     0    56 7812 2034  5  1 94  0  0
 2  0      0 22744388 214592 6824072    0    0     0  2153 5996 14095  9  1 90  0  0
 2  0      0 22552964 214616 6999584    0    0     0  2802 6208 2401  8  1 91  0  0
 2  0      0 22548808 214648 6999292    0    0     0    49 6559 1735  5  1 94  0  0
 2  0      0 22547372 214736 6999160    0    0     0 11621 6591 1664  5  1 94  0  0
 4  0      0 22763776 214784 6823380    0    0     0    49 7527 1480  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 22795196 214832 6822468    0    0    45    87 3757 4713  6  2 92  0  0
 3  0      0 22793272 214872 6822572    0    0     0    45 1131 1455  0  1 99  0  0
 3  0      0 22797520 214904 6822596    0    0     0    36 1090 1407  1  1 99  0  0
 2  0      0 22803452 214944 6822044    0    0     0    36 1125 1424  0  1 99  0  0
 2  0      0 22800728 214976 6822548    0    0     0    49 1097 1385  0  1 99  0  0
 4  0      0 22781316 215016 6822408    0    0     0    43 1111 1403  0  1 99  0  0
 1  0      0 22798320 215040 6826036    0    0     0    31 1093 1430  1  1 99  0  0
 2  0      0 22801584 215080 6825484    0    0     0    41 1130 1413  0  1 99  0  0
 2  0      0 22795576 215112 6822548    0    0     0    46 1088 1394  0  1 99  0  0
 3  0      0 22636040 215208 6836608    0    0     0    98 2176 3385  1  1 98  0  0
 1  0      0 22678032 215240 6827424    0    0     0  1333 1097 1440  1  1 99  0  0
 1  0      0 22798308 215296 6822460    0    0     0   111 1100 1413  1  1 99  0  0
 1  0      0 22795756 215336 6822460    0    0     0    47 1096 1394  0  1 99  0  0
 1  0      0 22790028 215384 6825516    0    0     0    50 1076 1341  0  1 99  0  0
 1  0      0 22827652 215424 6793684    0    0     0    43 1081 1385  1  1 99  0  0
 1  0      0 22832740 215472 6793308    0    0     0    37 1035 1311  0  0 99  0  0
 1  0      0 22828712 215496 6794048    0    0     0    43 1100 1372  0  1 99  0  0
 1  0      0 22838460 215536 6793748    0    0     0    53 1140 1439  0  1 99  0  0
 1  0      0 22836828 215576 6793736    0    0     0    41 1103 1471  1  1 99  0  0
 1  0      0 22834868 215712 6793820    0    0     0    71 1049 1347  0  1 99  0  0
 2  0      0 22840304 215768 6793364    0    0     0    85 1083 1318  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 22826752 215808 6793520    0    0     0    73 1126 1439  0  1 99  0  0
 1  0      0 22825548 215832 6793668    0    0     0    28 1085 1379  1  0 99  0  0
 1  0      0 22822620 215872 6793680    0    0     0    63 1099 1373  0  1 99  0  0
 2  0      0 22822972 215896 6793672    0    0     0    43 1038 1331  0  1 99  0  0
 1  0      0 22819096 215944 6793148    0    0     0    38 1079 1365  0  0 99  0  0
 2  0      0 22818176 215976 6793736    0    0     0    47 1127 1409  1  1 99  0  0
 2  0      0 22815968 216016 6795628    0    0     0    42 1061 1350  0  1 99  0  0
 1  0      0 22828984 216048 6795832    0    0     0    42 1047 1310  0  1 99  0  0
 1  0      0 22663680 216136 6810372    0    0     0   105 1826 2958  1  1 98  0  0
 1  0      0 22690420 216176 6800792    0    0     0  1333 1106 1406  0  1 99  0  0
 1  0      0 22827816 216232 6799072    0    0     0   104 1147 1520  1  1 99  0  0
 2  0      0 22832024 216280 6793644    0    0     0    70 1111 1336  0  1 99  0  0
 1  0      0 22827368 216328 6793792    0    0     0    41 1064 1374  0  1 99  0  0
 1  0      0 22829700 216360 6793784    0    0     0    38 1026 1299  0  0 99  0  0
 1  0      0 22829432 216416 6793272    0    0     0    33 1067 1386  1  1 99  0  0
 1  0      0 22814096 216440 6793640    0    0     0    50 1039 1371  0  1 99  0  0
 1  0      0 22828132 216472 6793704    0    0     0    49 1146 1395  0  1 99  0  0
 1  0      0 22822492 216520 6791792    0    0     0    44 1058 1409  1  0 99  0  0
 1  0      0 22829640 216568 6791636    0    0     0    45 1060 1307  0  1 99  0  0
 1  0      0 22831596 216592 6793468    0    0     0    33 1046 1331  0  1 99  0  0
 1  0      0 22819196 216640 6793864    0    0     0    43 1133 1429  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22822992 216672 6793256    0    0     0    32 1037 1298  0  0 99  0  0
 0  0      0 22823920 216712 6793928    0    0     0    49 1120 1412  0  1 99  0  0
 1  0      0 22828436 216744 6793780    0    0     0    41 1037 1317  0  1 99  0  0
 0  0      0 22834372 216800 6793404    0    0     0    60 1053 1391  0  1 99  0  0
 0  0      0 22827040 216832 6793620    0    0     0    32 1091 1310  0  1 99  0  0
 0  0      0 22827908 216872 6793800    0    0     0    43 1103 1391  1  1 99  0  0
 1  0      0 22828360 216896 6793792    0    0     0    31 1086 1313  0  1 99  0  0
 0  0      0 22653176 216984 6810688    0    0     0    89 1839 2928  1  1 98  0  0
 0  0      0 22660288 217024 6808384    0    0     0  1343 1091 1381  0  1 99  0  0
 0  0      0 22820820 217080 6797020    0    0     0    97 1184 1533  1  1 99  0  0
 0  0      0 22830320 217120 6793948    0    0     0    68 1088 1349  0  1 99  0  0
 1  0      0 22833128 217176 6793924    0    0     0    47 1051 1357  0  1 99  0  0
 1  0      0 22831228 217200 6793932    0    0     0    37 1064 1337  0  1 99  0  0
 0  0      0 22835392 217240 6793788    0    0     0    41 1100 1400  1  1 99  0  0
 1  0      0 22827660 217264 6797264    0    0     0    43 1052 1356  0  1 99  0  0
 0  0      0 22825204 217312 6793924    0    0     0    59 1112 1385  0  1 99  0  0
 0  0      0 22825364 217336 6793560    0    0     0    38 1073 1400  0  1 99  0  0
 0  0      0 22826340 217384 6793776    0    0     0    55 1153 1408  1  1 99  0  0
 0  0      0 22822160 217408 6793776    0    0     0    36 1010 1325  0  0 99  0  0
 0  0      0 22831724 217456 6793996    0    0     0    52 1230 1519  1  1 99  0  0
 0  0      0 22834728 217480 6794000    0    0     0    37 1044 1347  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22846264 217520 6793932    0    0     0    60 1175 1488  1  1 99  0  0
 0  0      0 22846960 217544 6793920    0    0     0    35 1029 1318  0  1 99  0  0
 0  0      0 22848616 217600 6794224    0    0     0    53 1107 1388  0  1 99  0  0
 0  0      0 22840880 217624 6793932    0    0     0    41 1058 1377  0  1 99  0  0
 0  0      0 22845480 217672 6793772    0    0     0    43 1070 1346  0  1 99  0  0
 0  0      0 22853820 217696 6793920    0    0     0    29 1083 1357  0  1 99  0  0
 0  0      0 22664772 217784 6813536    0    0     0   389 1898 2935  1  1 98  0  0
 0  0      0 22700336 217816 6799384    0    0     0  1037 1153 1393  0  1 99  0  0
 0  0      0 22829096 217880 6797000    0    0     0   124 1128 1513  1  1 99  0  0
 0  0      0 22841544 217920 6793916    0    0     0    43 1084 1334  0  1 99  0  0
 0  0      0 22833668 217968 6796832    0    0     0    47 1061 1338  0  0 99  0  0
 0  0      0 22828860 217992 6793908    0    0     0    34 1054 1341  0  1 99  0  0
 0  0      0 22839664 218032 6793908    0    0     0    33 1104 1393  1  1 99  0  0
 0  0      0 22836164 218056 6793908    0    0     0    32 1033 1297  0  1 99  0  0
 0  0      0 22834068 218104 6793920    0    0     0    70 1130 1422  0  1 99  0  0
 0  0      0 22830176 218200 6793952    0    0     0    87 1119 1461  1  1 99  0  0
 0  0      0 22841680 218288 6793932    0    0     0    57 1109 1394  1  1 99  0  0
 0  0      0 22851072 218576 6770444    0    0     0   891 1620 2119  1  1 98  0  0
 0  0      0 22858136 218608 6770672    0    0     0  1117 1161 1490  0  1 99  0  0
 0  0      0 22839432 218656 6770516    0    0     0    43 1057 1347  0  1 99  0  0
 0  0      0 22779796 218732 6782132    0    0     0   140 1208 1709  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22827668 218788 6780832    0    0     0   859 1120 1398  0  1 99  0  0
 0  0      0 22833868 218836 6780724    0    0     0   120 1107 1383  0  1 99  0  0
 0  0      0 22834800 218876 6780508    0    0     0    47 1084 1342  0  1 99  0  0
 0  0      0 22840224 218916 6780864    0    0     0    32 1025 1380  0  1 99  0  0
 1  0      0 22841456 218940 6780724    0    0     0  1682 1123 1351  1  1 99  0  0
 0  0      0 22673976 219012 6797792    0    0     0   355 1854 3031  1  1 98  0  0
 0  0      0 22705844 219060 6786300    0    0     0  1341 1131 1435  0  1 99  0  0
 0  0      0 22837424 219116 6780860    0    0     0   478 1147 1474  1  1 99  0  0
 0  0      0 22837776 219156 6781224    0    0     0  1290 1089 1354  0  1 99  0  0
 0  0      0 22830460 219196 6780688    0    0     0    72 1047 1338  0  1 99  0  0
 1  0      0 22843144 219236 6780900    0    0     0    36 1040 1360  0  1 99  0  0
 0  0      0 22842984 219276 6780836    0    0     0    37 1034 1364  0  1 99  0  0
 0  0      0 22823524 219300 6780336    0    0     0    42 1053 1341  0  0 99  0  0
 0  0      0 22839936 219332 6780700    0    0     0    44 1075 1367  0  1 99  0  0
 0  0      0 22829860 219444 6782924    0    0     0    86 1048 1471  0  1 99  0  0
 0  0      0 22827896 219492 6782924    0    0     0    58 1115 1412  1  1 99  0  0
 1  0      0 22831392 219524 6782400    0    0     0    40 1037 1297  0  0 99  0  0
 1  0      0 22822808 219556 6782848    0    0     0    19 1120 1452  0  1 99  0  0
 0  0      0 22820252 219596 6780664    0    0     0    41 1047 1354  0  1 99  0  0
 0  0      0 22831732 219636 6780812    0    0     0    45 1127 1449  0  1 99  0  0
 0  0      0 22831932 219668 6780800    0    0     0    37 1037 1307  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22831436 219700 6780436    0    0     0    41 1079 1333  0  1 99  0  0
 1  0      0 22825860 219740 6780300    0    0     0    43 1060 1348  0  1 99  0  0
 0  0      0 22824212 219780 6780960    0    0     0    37 1118 1398  0  1 99  0  0
 0  0      0 22829276 219812 6780864    0    0     0    31 1066 1323  0  1 99  0  0
 1  0      0 22669204 219884 6795428    0    0     0   649 1940 2856  1  1 98  0  0
 0  0      0 22694964 219932 6786356    0    0     0   775 1079 1362  0  1 99  0  0
 1  0      0 22820448 219988 6783832    0    0     0   118 1131 1530  1  1 99  0  0
 0  0      0 22828520 220028 6780760    0    0     0    48 1106 1312  0  1 99  0  0
 0  0      0 22825844 220060 6780884    0    0     0    46 1049 1326  0  0 99  0  0
 0  0      0 22827200 220100 6780876    0    0     0    38 1084 1327  0  1 99  0  0
 0  0      0 22839792 220144 6780660    0    0     0    61 1100 1399  0  1 99  0  0
 0  0      0 22834336 220168 6784060    0    0     0    60 1109 1375  0  1 99  0  0
 0  0      0 22828928 220200 6780944    0    0     0    61 1022 1354  0  1 99  0  0
 0  0      0 22811836 220304 6783984    0    0     0    81 1101 1452  0  1 99  0  0
 0  0      0 22831320 220352 6780916    0    0     0    41 1113 1396  1  1 99  0  0
 0  0      0 22829688 220384 6780540    0    0     0    48 1051 1377  0  1 99  0  0
 0  0      0 22825464 220416 6781208    0    0     0    34 1138 1427  0  1 99  0  0
 0  0      0 22819164 220456 6781220    0    0     0    51 1062 1363  0  1 99  0  0
 0  0      0 22829948 220496 6780712    0    0     0    46 1100 1408  0  1 99  0  0
 1  0      0 22833792 220536 6780852    0    0     0    74 1035 1301  0  0 99  0  0
 0  0      0 22832868 220568 6780812    0    0     7    46 1077 1340  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22827860 220616 6780972    0    0     0    59 1043 1336  0  1 99  0  0
 1  0      0 22831768 220656 6780972    0    0     0    28 1150 1413  1  1 99  0  0
 1  0      0 22842504 220688 6780960    0    0     0    37 1028 1298  0  0 99  0  0
 1  0      0 22665784 220784 6797448    0    0     0   108 2117 3387  1  1 98  0  0
 1  0      0 22626340 220840 6803548    0    0     0  1346 1179 2104  1  1 99  0  0
 0  0      0 22685924 220896 6792624    0    0     0   121 1234 1587  1  1 99  0  0
 0  0      0 22695420 220952 6789548    0    0     0    87 1079 1339  0  1 99  0  0
 0  0      0 22828948 220984 6784720    0    0     0    67 1122 1376  0  1 99  0  0
 0  0      0 22822424 221032 6781276    0    0     0    62 1077 1337  0  1 99  0  0
 0  0      0 22829672 221080 6780912    0    0     0    38 1077 1393  0  1 99  0  0
 0  0      0 22825296 221104 6784348    0    0     0    43 1086 1394  0  1 99  0  0
 1  0      0 22824196 221136 6781276    0    0     0    51 1059 1321  0  1 99  0  0
 4  0      0 22832224 221248 6776180    0    0     0    72 1075 1467  0  1 99  0  0
 0  0      0 22846616 221296 6773108    0    0     0    82 1132 1422  1  1 99  0  0
 0  0      0 22842660 221328 6773096    0    0     0    40 1054 1321  0  1 99  0  0
 0  0      0 22832532 221360 6773032    0    0     0    35 1146 1457  1  1 99  0  0
 0  0      0 22837172 221408 6773044    0    0     0    53 1050 1340  0  1 99  0  0
 0  0      0 22836292 221448 6773108    0    0     0    47 1050 1369  0  1 99  0  0
 0  0      0 22841588 221480 6773096    0    0     0    35 1041 1369  0  1 99  0  0
 0  0      0 22844128 221512 6773096    0    0     0    42 1075 1349  0  1 99  0  0
 0  0      0 22831744 221560 6772660    0    0     0    46 1062 1341  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22842612 221600 6773204    0    0     0    55 1063 1379  0  1 99  0  0
 0  0      0 22836792 221632 6773192    0    0     0    30 1098 1347  0  1 99  0  0
 0  0      0 22678448 221704 6787636    0    0     0   645 1814 2849  1  1 98  0  0
 0  0      0 22710884 221760 6778712    0    0     0   775 1111 1386  0  1 99  0  0
 0  0      0 22826768 221816 6776680    0    0     0   139 1140 1561  1  1 99  0  0
 0  0      0 22826956 221856 6773204    0    0     0    46 1102 1372  0  1 99  0  0
 0  0      0 22835512 221896 6773180    0    0     0    41 1034 1320  0  1 99  0  0
 0  0      0 22709108 221984 6778660    0    0     0  1360 1910 2670  1  1 98  0  0
 0  0      0 22699044 222024 6778660    0    0     0    19 1054 1303  0  1 99  0  0
 0  0      0 22834996 222072 6772708    0    0     0   102 1141 1521  1  1 99  0  0
 0  0      0 22835228 222104 6773220    0    0     0    45 1030 1346  0  1 99  0  0
 0  0      0 22834084 222160 6773344    0    0     0    53 1087 1409  1  1 99  0  0
 1  0      0 22837900 222208 6773196    0    0     0    44 1038 1338  0  1 99  0  0
 0  0      0 22841388 222232 6773208    0    0     0    51 1039 1379  0  0 99  0  0
 0  0      0 22837692 222264 6773656    0    0     0    32 1073 1356  0  1 99  0  0
 0  0      0 22709520 222368 6778556    0    0     0  1370 2041 3121  1  1 98  0  0
 0  0      0 22714172 222416 6779084    0    0     0    68 1159 1476  1  1 99  0  0
 0  0      0 22832532 222448 6773696    0    0     0    60 1112 1442  0  1 99  0  0
 0  0      0 22796696 222488 6801848    0    0     0    54 1067 1410  0  1 99  0  0
 0  0      0 22683136 222592 6806796    0    0     0  1343 1858 2648  1  1 98  0  0
 0  0      0 22678740 222632 6807456    0    0     0    55 1122 1437  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22799060 222664 6801708    0    0     0    46 1092 1428  0  1 99  0  0
 0  0      0 22636816 222736 6820584    0    0     0  1377 2491 5237  2  1 97  0  0
 0  0      0 22627592 222792 6844720    0    0     0    92 2942 3901  2  1 97  0  0
 2  0      0 22738108 222848 6853564    0    0     0   126 1603 2981  1  1 98  0  0
 1  0      0 22595344 222936 6882108    0    0     1   112 2885 5098  2  1 97  0  0
 1  0      0 22472684 223128 6898628    0    0     0  1587 3079 7522  3  1 96  0  0
 0  0      0 22522372 223208 6885708    0    0     0   176 2073 4809  2  1 97  0  0
 1  0      0 22400384 223416 6970428    0    0     0   201 4652 13583  5  2 94  0  0
 4  0      0 22533416 223536 6908020    0    0     0  1443 6978 21072  6  3 90  0  0
 3  0      0 22569788 223616 6905880    0    0     0   148 7233 22061  6  3 90  0  0
 1  0      0 22562628 223656 6907696    0    0     0   118 7109 21011  6  3 91  0  0
 1  0      0 22558520 223712 6914908    0    0     0   146 7165 21860  6  3 90  0  0
 1  0      0 22597284 223736 6876024    0    0     0   146 7219 22465  6  3 91  0  0
 0  0      0 22562992 223776 6913928    0    0     0   103 7117 22163  6  3 90  0  0
 1  0      0 22565236 223832 6896900    0    0     0   110 7259 22101  6  3 91  0  0
 0  0      0 22557940 223872 6903844    0    0     0   102 7180 21972  6  3 91  0  0
 0  0      0 22558740 223936 6915000    0    0     0    90 7204 21952  6  3 91  0  0
 3  0      0 22588900 223976 6875076    0    0     0    80 7340 22440  6  3 91  0  0
 1  0      0 22576532 224024 6892088    0    0     0    93 7157 21813  6  3 91  0  0
 1  0      0 22556692 224064 6909568    0    0     0    87 7227 21655  6  3 91  0  0
 0  0      0 22574120 224112 6893884    0    0     0    83 7382 22496  5  3 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22522144 224168 6916616    0    0     0   131 7359 22567  6  3 91  0  0
 3  0      0 22539180 224224 6908484    0    0     0   123 7232 21824  6  3 91  0  0
 3  0      0 22567940 224312 6902516    0    0     0   157 7277 21911  6  4 90  0  0
 1  0      0 22563648 224408 6907828    0    0     0   175 7335 23232  6  3 91  0  0
 4  0      0 22559316 224456 6908720    0    0     0   148 7275 22114  5  3 91  0  0
 1  0      0 22573624 224504 6895380    0    0     0   122 7211 22523  6  3 91  0  0
 1  0      0 22574656 224536 6897508    0    0     0    67 7288 22858  6  3 91  0  0
 1  0      0 22567068 224576 6902524    0    0     0   107 7251 22397  6  3 91  0  0
 2  0      0 22562140 224624 6900000    0    0     0   127 7298 22664  6  3 91  0  0
 2  0      0 22557288 224672 6900600    0    0     0   126 6285 19655  5  3 92  0  0
 3  0      0 22593352 224712 6873468    0    0     0   115 2826 7502  2  1 96  0  0
