procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 16815264 180660 11273876    0    0     0   128 8179 3002 14  2 84  0  0
 3  0      0 16837564 180804 11277664    0    0     0  1389 8129 2669 14  2 84  0  0
 3  0      0 16844612 180844 11271936    0    0     0  1719 7906 2398 14  2 84  0  0
 3  0      0 16819744 181068 11277284    0    0     7   490 8630 3342 15  2 83  0  0
 3  0      0 16861484 181108 11270248    0    0     0   829 8229 2408 14  2 84  0  0
 3  0      0 16847148 181188 11270540    0    0     0   339 7925 2363 14  2 84  0  0
 3  0      0 16762900 181228 11287612    0    0     0  1053 7752 2550 14  2 84  0  0
 3  0      0 16911548 181332 11233684    0    0     0   463 7905 2640 14  2 84  0  0
 2  0      0 16915108 181404 11227612    0    0     0   104 6991 2314  9  2 89  0  0
 2  0      0 16878568 181444 11257784    0    0     0    96 7937 2382  9  2 89  0  0
 2  0      0 16886664 181500 11258316    0    0     0    90 8233 2287  9  2 89  0  0
 2  0      0 16888604 181572 11259328    0    0     0    89 8245 2325  9  2 89  0  0
 2  0      0 16845728 181648 11267748    0    0     0   150 7929 2777  9  2 89  0  0
 2  0      0 16859236 181696 11265312    0    0     0    97 7890 2314  9  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 16905528 181752 11256508    0    0     0   135 7743 2380  9  2 89  0  0
 2  0      0 16909640 181800 11230340    0    0     0   110 7470 2299  9  2 89  0  0
 2  0      0 16914184 181860 11227632    0    0     0  1735 6762 2417  9  2 89  0  0
 2  0      0 16917040 181908 11229664    0    0     0    91 6940 2285  9  2 89  0  0
 2  0      0 16915112 181964 11227648    0    0     0    97 6940 2304  9  2 89  0  0
 2  0      0 16910000 182036 11230628    0    0     0    83 6021 2624  9  2 89  0  0
 2  0      0 16864560 182100 11272380    0    0     0   142 8518 5956 11  2 86  0  0
 2  0      0 16884788 182140 11260364    0    0     0    85 7332 2244  9  2 89  0  0
 2  1      0 16876000 182196 11263408    0    0     0    82 6757 2287  9  2 89  0  0
 2  0      0 16870800 182252 11268880    0    0     0    97 6255 2281  9  2 89  0  0
 2  0      0 16882796 182324 11258400    0    0     0   104 5208 2123  9  2 89  0  0
 2  0      0 16910332 182416 11229972    0    0     0   179 5822 2190  9  2 89  0  0
 2  0      0 16908768 182512 11230776    0    0     0   101 7148 2237  9  2 89  0  0
 2  0      0 16898096 182584 11230636    0    0     0    86 5886 2242  9  2 89  0  0
 2  0      0 16853360 182668 11262012    0    0     0   136 7815 5638 11  2 87  0  0
 2  0      0 16789164 182772 11293860    0    0     0   147 7517 4364 10  2 88  0  0
 2  0      0 16828816 182844 11283036    0    0     0   140 8495 4928 10  2 88  0  0
 2  0      0 16824616 182948 11275140    0    0     0   127 8191 3649 10  2 89  0  0
 2  0      0 16831788 183036 11262416    0    0     0   113 8300 4364 10  2 88  0  0
 2  0      0 16804832 183116 11313776    0    0     0    97 8637 5420 10  2 88  0  0
 2  0      0 16444484 183432 11356072    0    0     8   756 8921 11547 11  2 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 16407800 183592 11402584    0    0     1   216 8161 7514 10  2 88  0  0
 2  0      0 16359664 183744 11419196    0    0    51   418 7821 8713 10  2 88  0  0
 2  0      0 16286580 183940 11407272    0    0    33   399 7710 9536 11  2 87  0  0
 2  0      0 16295832 183988 11428456    0    0     0   199 6552 3491  9  2 89  0  0
 2  0      0 16371872 184156 11407432    0    0     0   251 7864 2485  9  2 89  0  0
 2  0      0 16406112 184260 11401292    0    0     0   172 7958 5529 10  2 88  0  0
 2  0      0 16446864 184364 11394408    0    0    15   113 7442 5116 10  2 88  0  0
 2  0      0 16451624 184412 11393904    0    0     0   134 7244 3125  9  2 89  0  0
 2  0      0 16489032 184476 11393900    0    0     0    97 7043 3457 10  2 89  0  0
 2  0      0 16463316 184548 11394428    0    0     0   112 7445 2805 10  2 89  0  0
 2  0      0 16450832 184616 11391144    0    0     0    80 7554 3025  9  2 89  0  0
 1  0      0 16933060 184692 10978256    0    0     0   106 3332 3266  6  1 93  0  0
 1  0      0 16953772 184772 10977516    0    0     0   109 1985 2776  5  1 94  0  0
 1  0      0 16897520 184872 10996472    0    0     0   109 2957 5330  6  1 93  0  0
 1  0      0 16845892 185008 11006464    0    0     0   181 2647 5588  6  1 93  0  0
 1  0      0 16910680 185096 10971020    0    0     0   161 3053 7685  6  1 93  0  0
 3  0      0 16901492 185224 10983892    0    0     0   134 2206 5213  6  1 93  0  0
 2  0      0 16919224 185344 10977516    0    0     0   151 3116 8117  6  2 92  0  0
 2  0      0 16921260 185448 10969712    0    0     0   116 2668 6098  6  1 93  0  0
 1  0      0 16932832 185528 10949592    0    0     0   112 2315 5427  5  1 93  0  0
 1  0      0 16952536 185640 10967852    0    0     0   126 2779 6616  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 16917996 185788 10949836    0    0     0   155 2036 4004  6  1 93  0  0
 1  0      0 16911188 185872 10951928    0    0     0   115 1793 2602  5  1 94  0  0
 1  0      0 16943888 185920 10949968    0    0     0    69 1937 3179  5  1 94  0  0
 1  0      0 16914372 186088 10954748    0    0     0   160 2257 4060  6  1 93  0  0
 1  0      0 16878780 186216 10995632    0    0     0   137 3980 6435  7  1 92  0  0
 1  0      0 16935256 186376 11028160    0    0    11   145 4175 9863  7  2 92  0  0
 2  0      0 16724776 186720 11046272    0    0     2   659 4789 14786  7  2 91  0  0
 1  0      0 16740692 186960 11034472    0    0     0   473 2958 7004  5  1 93  0  0
 1  0      0 16892504 187024 11000468    0    0     0   150 2841 5823  5  1 93  0  0
 1  0      0 16851640 187128 10998008    0    0     0   131 2854 6931  6  1 93  0  0
 1  0      0 16911268 187264 10979224    0    0     0   183 2423 4882  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 16902096 187344 10992532    0    0     7    55   26   37  4  1 95  0  0
 3  0      0 16889156 187448 10992952    0    0     0   230 3879 7223  7  1 92  0  0
 1  0      0 16907880 187544 10991964    0    0     0   189 3520 6467  6  1 92  0  0
 1  0      0 16889784 187568 10989280    0    0     0   158 3178 5982  6  1 92  0  0
 1  0      0 16843852 187760 11002700    0    0     0   251 2721 6830  6  1 92  0  0
 1  0      0 16863228 187784 10995392    0    0     0   234 2757 6747  6  1 92  0  0
 1  0      0 16758356 187928 11048496    0    0     3   223 3914 8782  7  1 91  0  0
 2  0      0 16721804 188008 11032180    0    0     5   501 4453 11332  7  2 91  0  0
 1  0      0 16755500 188144 11030904    0    0     2   495 2713 7236  5  1 93  0  0
 2  0      0 16756400 188176 11041192    0    0     0   237 2232 5027  5  1 94  0  0
 1  0      0 16864240 188224 11002616    0    0     0   153 2227 3973  5  1 94  0  0
 1  0      0 16926776 188248 10997468    0    0     0   145 2279 4024  5  1 94  0  0
 1  0      0 16910980 188296 11002712    0    0     0   130 2581 6042  5  1 94  0  0
 3  0      0 16934924 188328 11008896    0    0     0   130 2821 7627  5  1 94  0  0
 1  0      0 16876672 188480 10966708    0    0     0   316 2936 7819  6  1 93  0  0
 1  0      0 16864068 188488 10988992    0    0     0   308 2407 5390  6  1 93  0  0
 1  0      0 16858632 188552 10992896    0    0     0   201 1905 3357  5  1 94  0  0
 6  0      0 16785828 188592 11024220    0    0     0   229 2746 5758  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 16887636 188720 10984208    0    0     7    54   27   40  4  1 95  0  0
 1  0      0 16879020 188720 10984288    0    0     0   213 4418 9730  8  2 91  0  0
 1  0      0 16896056 188744 10976944    0    0     0   169 3677 7501  7  2 91  0  0
 2  0      0 16876212 188776 10991792    0    0     0    88 2966 5221  6  1 93  0  0
 1  0      0 16882108 188776 10991792    0    0     0    72 2795 4718  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 16887592 188784 10972224    0    0     0    67 3078 5507  6  1 93  0  0
 1  0      0 16952352 188856 10968208    0    0     0   185 3381 5825  7  1 92  0  0
 4  0      0 16946612 188872 10969392    0    0     0   199 3488 6294  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 16927192 188912 10970312    0    0     7    54   27   40  4  1 95  0  0
 2  0      0 16928752 188912 10968328    0    0     0   252 3387 5813  7  1 92  0  0
 1  0      0 16953260 188944 10964092    0    0     0   126 2584 5435  6  1 93  0  0
 1  0      0 16953112 188944 10962120    0    0     0   121 2546 5338  6  1 93  0  0
 1  0      0 16934352 189016 10969772    0    0     0    90 2651 5817  6  1 93  0  0
 1  0      0 16933848 189032 10969772    0    0     0    96 2631 5771  6  1 93  0  0
 3  0      0 16894884 189136 11012944    0    0     0   165 3025 5769  6  1 92  0  0
 3  0      0 16894420 189136 11018780    0    0     0   154 3564 6574  7  1 92  0  0
 1  0      0 16890404 189144 11040504    0    0     0   180 3700 7168  6  1 92  0  0
 1  0      0 16890540 189144 11040508    0    0     0   172 3703 7180  6  1 92  0  0
 1  0      0 16817988 189344 11016284    0    0    26   432 4152 11025  7  2 92  0  0
 1  0      0 16822020 189344 11012580    0    0    26   433 3574 9922  6  1 92  0  0
 1  0      0 16838704 189380 10993944    0    0    26   408 2968 7891  6  1 93  0  0
 1  0      0 16838704 189380 10993944    0    0    26   408 2959 7872  6  1 93  0  0
 1  0      0 16880772 189428 10984108    0    0     0   279 1583 1952  5  1 94  0  0
 1  0      0 16864404 189428 10984484    0    0     0   278 1562 1828  5  1 94  0  0
 1  0      0 16871480 189452 10989784    0    0     0   321 1674 2213  5  1 94  0  0
 1  0      0 16871480 189452 10989528    0    0     0   321 1675 2215  5  1 94  0  0
 2  0      0 16869168 189588 11007708    0    0     1   189 2957 6324  5  1 93  0  0
 1  0      0 16904352 189588 11004196    0    0     1   190 3274 7496  6  1 93  0  0
 1  0      0 16961004 189628 10968872    0    0     1   185 4482 9238  7  2 92  0  0
 1  0      0 16960752 189652 10968784    0    0     1   198 4492 9277  7  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 16990076 189684 10958932    0    0     7    54   28   42  4  1 95  0  0
 1  0      0 17005144 189732 10942952    0    0     0   205 3987 8271  7  1 92  0  0
 1  0      0 17009776 189732 10942696    0    0     0   204 3691 7371  7  1 92  0  0
 1  0      0 17008776 189764 10943268    0    0     0   161 2666 6227  6  1 93  0  0
 2  0      0 17008276 189764 10943268    0    0     0   149 2674 6211  6  1 93  0  0
 1  0      0 17001220 189804 10943732    0    0     0   171 2644 5798  6  1 93  0  0
 2  0      0 16968924 189868 10964112    0    0     0   134 3363 5882  6  1 92  0  0
 2  0      0 16979292 189868 10961684    0    0     0   135 3615 6803  6  1 92  0  0
 2  0      0 16982316 189884 10951472    0    0     0   200 4102 8707  7  1 92  0  0
 3  0      0 16998788 189884 10951472    0    0     0   200 4115 8748  7  1 92  0  0
 1  0      0 16989680 189884 10954932    0    0     0   166 4089 8699  7  1 92  0  0
 1  0      0 16998704 189964 10943336    0    0     0   195 2983 6820  6  1 93  0  0
 4  0      0 17007500 189964 10943416    0    0     0   194 2754 5765  6  1 93  0  0
 1  0      0 17011296 190012 10943228    0    0     0   159 2379 3823  6  1 93  0  0
 2  0      0 17010540 190012 10943228    0    0     0   159 2360 3805  6  1 93  0  0
 1  0      0 16897264 190044 10983108    0    0   105   166 4486 5773  7  1 91  0  0
 2  0      0 16915748 190060 10948416    0    0   105   141 5448 8368  8  2 90  0  0
 1  0      0 16906428 190060 10950776    0    0   105   141 5478 8646  9  2 90  0  0
 1  0      0 16906136 190092 10951320    0    0   105   130 5474 8939  9  2 90  0  0
 1  0      0 16906136 190092 10951320    0    0   105   130 5463 8895  9  2 90  0  0
 1  0      0 16903824 190132 10947724    0    0     0   140 3173 6556  7  1 92  0  0
 1  0      0 16853960 190216 10952504    0    0     0   188 3611 5913  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 16856280 190216 10952512    0    0     0   190 3588 5872  6  1 92  0  0
 1  0      0 16904536 190224 10942300    0    0     0   167 3461 5495  6  1 92  0  0
 1  0      0 16904284 190224 10942300    0    0     0   167 3464 5513  6  1 92  0  0
 2  0      0 16898444 190232 10942280    0    0     0   147 3575 5857  6  1 92  0  0
 1  0      0 16849152 190280 10968136    0    0     0    93 3632 7355  7  1 91  0  0
 1  0      0 16851864 190280 10963868    0    0     0   108 3694 7475  7  1 91  0  0
 1  0      0 16828812 190344 10985132    0    0     0   158 4812 9484  8  2 90  0  0
 3  0      0 16840228 190344 10974188    0    0     0   158 4821 9528  8  2 90  0  0
 1  0      0 16841996 190344 10968512    0    0     0   149 5159 10661  9  2 89  0  0
 1  0      0 16858072 190420 10951908    0    0     0   156 4064 8185  7  2 91  0  0
 1  0      0 16847336 190436 10960060    0    0     0   147 4151 8371  7  2 91  0  0
 1  0      0 16905740 190436 10943672    0    0     0   111 3117 6371  6  1 93  0  0
 1  0      0 16905740 190436 10943672    0    0     0   111 3103 6305  6  1 93  0  0
 2  0      0 16888056 190468 10943160    0    0     0   172 2902 5409  6  1 93  0  0
 1  0      0 16905404 190512 10943928    0    0     0   155 3085 5856  6  1 93  0  0
 1  0      0 16901960 190512 10943912    0    0     0   148 2891 5245  6  1 93  0  0
 1  0      0 16904020 190600 10942064    0    0     0   177 2978 5152  6  1 93  0  0
 1  0      0 16909284 190600 10942064    0    0     0   177 2986 5171  6  1 93  0  0
 2  0      0 16885072 190668 10942156    0    0     0   154 2762 4778  6  1 93  0  0
 1  0      0 16893192 190684 10940272    0    0     0   152 2078 2986  5  1 94  0  0
 3  0      0 16890040 190708 10944604    0    0     0   169 2169 3446  6  1 93  0  0
 4  0      0 16859980 190732 10966952    0    0     0   124 3231 4848  6  1 92  0  0
 1  0      0 16853580 190732 10966968    0    0     0   124 3267 4893  7  1 92  0  0
 1  0      0 16840404 190748 10963728    0    0     0   124 3539 5581  7  1 92  0  0
 1  0      0 16862976 190772 10939204    0    0     0   115 4063 6690  7  1 91  0  0
 1  0      0 16864368 190780 10937156    0    0     0   114 4226 6364  7  1 91  0  0
 1  0      0 16827280 190812 10934996    0    0     0   115 3828 5517  7  1 92  0  0
 1  0      0 16827588 190812 10934996    0    0     0   115 3787 5459  7  1 92  0  0
 1  0      0 16838512 190820 10938276    0    0     0   102 3590 4860  7  1 92  0  0
 1  0      0 16836092 190852 10934164    0    0     0   109 3662 5239  7  1 92  0  0
 1  0      0 16840708 190884 10934164    0    0     0   112 3495 5224  7  1 92  0  0
 1  0      0 16884648 190916 10930540    0    0     0   128 2690 4514  6  1 93  0  0
 1  0      0 16884984 190916 10930540    0    0     0   128 2687 4508  6  1 93  0  0
 1  0      0 16896816 190932 10931072    0    0     0   111 2569 4194  6  1 93  0  0
 4  0      0 16883612 190948 10930700    0    0     0    99 2216 3116  5  1 93  0  0
 2  0      0 16881904 190948 10930912    0    0     0    81 2130 2974  5  1 94  0  0
 1  0      0 16880240 190964 10932900    0    0     0    77 2129 3336  6  1 93  0  0
 1  0      0 16880268 190964 10932900    0    0     0    77 2136 3371  6  1 93  0  0
 1  0      0 16886540 191012 10932376    0    0     0    94 2302 4062  6  1 93  0  0
 1  0      0 16889452 191036 10925000    0    0     0    97 2246 4056  6  1 93  0  0
 1  0      0 16892020 191036 10925000    0    0     0   105 2316 4159  6  1 93  0  0
 1  0      0 16892500 191060 10924752    0    0     0    86 2134 3531  6  1 93  0  0
 1  0      0 16892500 191060 10924752    0    0     0    86 2125 3496  6  1 93  0  0
 1  0      0 16898724 191060 10925264    0    0     0    80 1924 2726  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 16890128 191124 10948516    0    0  1558   145 2369 3041  6  1 92  0  0
 1  0      0 16889396 191124 10948532    0    0  1558   137 2296 2910  6  1 93  0  0
 1  0      0 16899568 191140 10948256    0    0  1558   184 2239 2750  6  1 93  0  0
 1  0      0 16899792 191140 10948256    0    0  1558   184 2248 2772  6  1 93  0  0
 1  0      0 16912440 191148 10949792    0    0  1558   169 2394 3226  6  1 92  0  0
 1  0      0 16750964 191188 11051340    0    0     1   136 3186 5656  6  1 92  0  0
 1  0      0 16787372 191188 11009980    0    0     1   137 3206 5744  6  1 92  0  0
 1  0      0 16767084 191240 11002996    0    0     4   162 3784 8368  7  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 16767084 191240 11002996    0    0     4   162 3777 8359  7  2 92  0  0
 1  0      0 16771536 191240 10996584    0    0     4   160 3764 8559  7  2 92  0  0
 1  0      0 16668568 191304 11054852    0    0     2   324 3331 9263  6  1 92  0  0
 1  0      0 16684288 191304 11036540    0    0     2   323 3401 9642  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 16711540 191328 11019620    0    0     0   306 2911 7616  6  1 93  0  0
 1  0      0 16711540 191328 11019620    0    0     0   306 2909 7604  6  1 93  0  0
 2  0      0 16709468 191368 11009644    0    0     0   334 2925 7295  6  1 93  0  0
 4  0      0 16642536 191432 11058036    0    0     1   314 3199 8052  7  1 92  0  0
 1  0      0 16665388 191440 11032816    0    0     1   326 3162 7797  7  1 92  0  0
 1  0      0 16686448 191536 11005212    0    0     1   385 3210 7515  7  1 91  0  0
 1  0      0 16686448 191536 11005212    0    0     1   385 3210 7518  7  1 91  0  0
 1  0      0 16658400 191536 11004340    0    0     2   356 3329 7375  7  2 91  0  0
 2  0      0 16678032 191560 10997360    0    0     2   223 2467 4332  6  2 92  0  0
 1  0      0 16679124 191560 10997424    0    0     2   211 2426 4267  6  2 92  0  0
 1  0      0 16603976 191648 11018224    0    0   384   139 3758 6591  8  2 91  0  0
 1  0      0 16603472 191648 11017860    0    0   384   163 3764 6602  8  2 91  0  0
 1  0      0 16593516 191704 11005888    0    0   382   189 3634 6913  7  1 91  0  0
 1  0      0 16680072 191736 10983820    0    0   382   151 3207 5215  6  1 92  0  0
 1  0      0 16685272 191744 10983828    0    0   382   157 3188 5074  6  1 92  0  0
 1  0      0 16686724 191792 10984924    0    0     0   161 1789 2983  5  1 94  0  0
 2  0      0 16685776 191792 10984656    0    0     0   136 1810 3021  5  1 94  0  0
 2  0      0 16677304 191792 10984972    0    0     0   134 1764 2841  5  1 94  0  0
 3  0      0 16674220 191976 11002944    0    0     0   204 2339 5313  6  1 93  0  0
 1  0      0 16676432 191976 10999572    0    0     0   198 2512 6113  6  1 93  0  0
 1  0      0 16691644 191984 10978212    0    0     0   164 2709 6803  7  1 92  0  0
 1  0      0 16698952 191984 10978212    0    0     0   164 2685 6757  7  1 92  0  0
 4  0      0 16699188 192032 10971060    0    0     0   193 2772 7202  7  1 92  0  0
 1  0      0 16690432 192056 10974568    0    0     0   125 2844 7840  7  1 92  0  0
 1  0      0 16707984 192056 10974256    0    0     0   123 2692 7180  6  1 92  0  0
 1  0      0 16680520 192080 10978356    0    0     0   149 2683 7058  6  1 92  0  0
 1  0      0 16680520 192080 10978100    0    0     0   149 2682 7058  6  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 16664020 192104 10984724    0    0     0   117 2946 7563  7  1 92  0  0
 1  0      0 16707152 192136 10969924    0    0     0   135 2664 6340  6  1 92  0  0
 3  0      0 16687268 192136 10981352    0    0     0   135 2985 6960  7  1 92  0  0
 1  0      0 16725552 192152 10975660    0    0     0   108 3519 6793  7  1 91  0  0
 1  0      0 16725552 192152 10975660    0    0     0   108 3516 6789  7  1 91  0  0
 1  0      0 16728716 192160 10966452    0    0     0    93 3209 5826  7  1 92  0  0
 1  0      0 16715052 192200 10973116    0    0     0    77 3964 8885  7  2 91  0  0
 1  0      0 16702344 192200 10973000    0    0     0    87 3754 8687  7  2 91  0  0
 1  0      0 16750368 192208 10956520    0    0     0    74 3104 8389  7  1 92  0  0
 1  0      0 16750368 192208 10956520    0    0     0    74 3106 8390  7  1 92  0  0
 2  0      0 16742332 192216 10956524    0    0     0   134 3039 8283  6  1 92  0  0
 1  0      0 16745200 192256 10956520    0    0     0   130 1911 3307  5  1 94  0  0
 1  0      0 16744212 192256 10956008    0    0     0   119 1772 2731  5  1 94  0  0
 1  0      0 16741812 192280 10958952    0    0     0   143 1665 2113  5  1 94  0  0
 1  0      0 16741812 192280 10958952    0    0     0   143 1664 2113  5  1 94  0  0
 2  0      0 16745576 192312 10956048    0    0     0   114 1688 2108  5  1 94  0  0
 1  0      0 16769068 192328 10952476    0    0     0   101 1991 3117  5  1 94  0  0
 1  0      0 16768580 192328 10952840    0    0     0   101 1987 3116  5  1 94  0  0
 1  0      0 16776628 192344 10954384    0    0     0    96 1962 3109  5  1 94  0  0
 1  0      0 16776628 192344 10954384    0    0     0    96 1962 3109  5  1 94  0  0
 2  0      0 16743972 192360 10963588    0    0     0   106 1962 3260  5  1 94  0  0
 1  0      0 16725184 192384 10964128    0    0     0   115 1774 2296  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 16727252 192400 10963980    0    0     0   123 1781 2305  5  1 94  0  0
 1  0      0 16716328 192424 10963980    0    0     0   131 1816 2268  5  1 94  0  0
 1  0      0 16716328 192424 10963980    0    0     0   131 1816 2266  5  1 94  0  0
 2  0      0 16737920 192424 10961916    0    0     0    85 1741 1976  5  1 94  0  0
 1  0      0 16755156 192440 10954924    0    0     0   115 1839 2114  5  1 94  0  0
 1  0      0 16753916 192440 10954924    0    0     0   107 1844 2106  5  1 94  0  0
 1  0      0 16760544 192464 10962192    0    0     0   100 2029 3031  5  1 94  0  0
 1  0      0 16760544 192464 10962192    0    0     0   100 2028 3030  5  1 94  0  0
 1  0      0 16770552 192472 10962104    0    0     0   105 2013 2983  5  1 94  0  0
 1  0      0 16762316 192488 10954944    0    0     0    64 1876 2949  5  1 94  0  0
 1  0      0 16759824 192488 10954944    0    0     0    79 1861 2941  5  1 94  0  0
