procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 19662060 167428 6373188    0    0     0   142 4335 13731  5  2 93  0  0
 2  0      0 19625284 167532 6370052    0    0     0   135 4254 13672  5  2 93  0  0
 4  0      0 19631628 167588 6373128    0    0     0   126 4152 13208  5  2 93  0  0
 6  0      0 19701212 167652 6329092    0    0     0   115 4006 12966  5  2 93  0  0
 7  0      0 19584712 167732 6359576    0    0     0   135 4509 13873  6  2 93  0  0
 3  0      0 19554360 167788 6364140    0    0     0   119 4292 13648  5  2 93  0  0
 0  0      0 19614144 167876 6380040    0    0     0   149 4376 13518  5  2 93  0  0
 3  0      0 19673496 167940 6360800    0    0     0   125 4285 13474  5  2 93  0  0
 3  0      0 19624532 167996 6364244    0    0     0   114 4123 12997  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 19529152 168100 6382116    0    0     0   125 6387 16483  8  2 90  0  0
 2  0      0 19623508 168180 6370308    0    0     0   134 4844 15146  6  2 92  0  0
 2  0      0 19591572 168316 6379688    0    0     0   177 5337 16229  7  2 91  0  0
 1  0      0 19607432 168404 6362948    0    0     0   122 4346 13394  5  2 93  0  0
 1  0      0 19596596 168460 6362780    0    0     0    97 4055 12936  5  2 93  0  0
 2  0      0 19638916 168540 6337632    0    0     0   141 4198 13601  5  2 93  0  0
 1  0      0 19606868 168628 6378864    0    0     0  1750 4242 13027  5  2 93  0  0
 1  0      0 19635972 168692 6359584    0    0     0    89 4384 13808  5  2 93  0  0
 1  0      0 19591612 168780 6392180    0    0     0   147 4109 13310  5  2 93  0  0
 3  0      0 19553104 168940 6389316    0    0     0   185 6718 16966  8  2 90  0  0
 1  0      0 19525808 169060 6397308    0    0     0   129 4620 14662  6  2 92  0  0
 1  0      0 19587892 169172 6363944    0    0     0   170 5785 15401  7  2 92  0  0
 1  0      0 19553560 169276 6361584    0    0     0   180 5595 15542  6  2 92  0  0
 1  0      0 19651268 169348 6372256    0    0     0  1721 4571 13957  5  2 93  0  0
 2  0      0 19705664 169436 6355212    0    0     0   124 4353 13969  5  2 93  0  0
 1  0      0 19552900 169540 6372380    0    0     0   123 6421 15782  7  2 91  0  0
 0  0      0 19538372 169636 6361800    0    0     0   137 6188 16436  7  2 91  0  0
 0  0      0 19684532 169700 6321284    0    0     0   113 4332 13362  6  2 93  0  0
 0  0      0 19588164 169772 6375936    0    0     0   139 4367 14112  5  2 93  0  0
 2  0      0 19713148 169860 6323648    0    0     0   146 4363 13904  5  2 93  0  0
 4  0      0 19524552 169908 6387480    0    0     0   111 4997 14131  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 19545748 170028 6363712    0    0     0   157 6216 16758  7  2 91  0  0
 2  0      0 19441476 170156 6387016    0    0     0   176 5558 16808  7  2 91  0  0
 3  0      0 19514780 170244 6372780    0    0     0   154 5668 16304  7  2 91  0  0
 4  0      0 19521776 170300 6378196    0    0     0   122 5150 15384  6  2 92  0  0
 1  0      0 19597888 170436 6371004    0    0     0   131 5376 15519  7  2 91  0  0
 0  0      0 19636004 170524 6360604    0    0     0   143 4435 13722  5  2 93  0  0
 1  0      0 19637948 170612 6366304    0    0     0   121 4438 14218  6  2 92  0  0
 0  0      0 19619252 170732 6382840    0    0     0   173 4175 13599  5  2 93  0  0
 0  0      0 19631104 170836 6364988    0    0     0   137 4335 13736  5  2 93  0  0
 3  0      0 19487684 170940 6383616    0    0     0   210 5825 15797  7  2 91  0  0
 4  0      0 19637640 171104 6358904    0    0     0   232 5072 14815  6  2 92  0  0
 2  0      0 19507900 171192 6383976    0    0     0   156 5757 16020  7  2 91  0  0
 2  0      0 19462360 171304 6360888    0    0     0   156 4979 16016  6  2 92  0  0
 1  0      0 19639184 171416 6377452    0    0     0   150 4763 15184  6  2 92  0  0
 0  0      0 19600900 171480 6373516    0    0     0   118 5056 15122  6  2 92  0  0
 8  0      0 19562888 171584 6362432    0    0     0   156 5708 15387  7  2 91  0  0
 0  0      0 19508588 171640 6389488    0    0     0   150 5640 16407  7  2 91  0  0
 0  0      0 19643948 171736 6371804    0    0     0   156 4402 13869  5  2 93  0  0
 2  0      0 19660096 171800 6359500    0    0     0   109 4196 13270  5  2 93  0  0
 0  0      0 19642608 171872 6359708    0    0     0   123 4052 13189  5  2 93  0  0
 4  0      0 19593568 171944 6360892    0    0     0   105 5092 14530  6  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 19639452 172048 6373376    0    0     0   139 4969 16332  6  2 91  0  0
 0  0      0 19528248 172128 6383992    0    0     0   123 5926 15869  7  2 91  0  0
 2  0      0 19579900 172240 6375144    0    0     0   160 5307 15619  7  2 91  0  0
 2  0      0 19708672 172296 6338400    0    0     0   107 4187 13233  5  2 93  0  0
 0  0      0 19630076 172384 6365280    0    0     0   145 4180 13418  5  2 93  0  0
 4  0      0 19625632 172440 6378484    0    0     0   117 4232 13485  5  2 93  0  0
 4  0      0 19624656 172512 6390856    0    0     0   110 4300 14107  5  2 93  0  0
 1  0      0 19632652 172592 6367560    0    0     0   130 4263 13326  5  2 93  0  0
 1  0      0 19604564 172692 6386076    0    0     0   133 4287 13603  5  2 93  0  0
 2  0      0 19677816 172748 6357012    0    0     0   115 4322 13455  5  2 93  0  0
 3  0      0 19609864 172788 6385760    0    0     0    86 4150 13350  5  2 93  0  0
 0  0      0 19601176 172908 6376064    0    0     0   193 4202 13384  5  2 93  0  0
 1  0      0 19635992 172964 6373740    0    0     0   142 4385 14017  5  2 93  0  0
 2  0      0 19537128 173060 6375920    0    0     0   143 5863 16133  7  2 91  0  0
 1  0      0 19506372 173116 6365980    0    0     0   139 5214 15624  7  2 91  0  0
 0  0      0 19449384 173220 6379656    0    0     0   139 6375 17683  7  2 90  0  0
 0  0      0 19600084 173292 6369936    0    0     0   130 4486 14247  6  2 93  0  0
 6  0      0 19607132 173380 6356952    0    0     0   132 4107 13299  5  2 93  0  0
 2  0      0 19600108 173436 6360000    0    0     0   122 4192 13145  5  2 93  0  0
 2  0      0 19606740 173500 6359852    0    0     0   105 4037 13084  5  2 94  0  0
 0  0      0 19625580 173572 6369832    0    0     0   156 4492 14376  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19591416 173636 6361540    0    0     0   130 4462 14453  5  2 92  0  0
 1  0      0 19528916 173740 6357696    0    0     0   129 5840 15823  6  2 92  0  0
 2  0      0 19641808 173828 6356172    0    0     0   121 4209 13385  5  2 93  0  0
 3  0      0 19569064 173868 6382084    0    0     0    73 4219 13702  5  2 93  0  0
 1  0      0 19598216 173940 6368952    0    0     0   134 4400 13996  5  2 92  0  0
 0  0      0 19557144 173996 6396324    0    0     0   130 5201 14640  6  2 92  0  0
 1  0      0 19530084 174100 6379348    0    0     0   148 5796 15830  6  2 92  0  0
 3  0      0 19406068 174260 6402508    0    0     0   215 5389 16383  7  2 91  0  0
 0  0      0 19577296 174348 6384024    0    0     0   166 4438 14251  5  2 93  0  0
 0  0      0 19536544 174412 6398764    0    0     0   164 5662 17122  7  2 91  0  0
 2  0      0 19555148 174508 6375416    0    0     0   145 5163 15411  6  2 92  0  0
 1  0      0 19511020 174636 6387180    0    0     1   183 5686 16191  7  2 91  0  0
 0  0      0 19566604 174708 6374624    0    0     0   141 4308 13444  5  2 93  0  0
 0  0      0 19546132 174772 6365008    0    0     0   135 4067 13182  5  2 93  0  0
 0  0      0 19568208 174836 6378712    0    0     0   111 4068 13088  5  2 93  0  0
 0  0      0 19587040 174936 6359792    0    0     0   153 4095 13337  5  2 93  0  0
 1  0      0 19594996 174984 6371144    0    0     0   115 4454 14120  5  2 93  0  0
 1  0      0 19625908 175048 6355760    0    0     0    82 4189 13521  5  2 93  0  0
 1  0      0 19609224 175112 6344596    0    0     0   148 4095 13282  5  2 93  0  0
 2  0      0 19598300 175160 6370052    0    0     0   108 4343 14107  5  2 93  0  0
 1  0      0 19634656 175208 6366972    0    0     0   101 4104 13390  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19629420 175288 6354228    0    0     0   122 4188 13311  5  2 93  0  0
 0  0      0 19542932 175368 6366936    0    0     0   127 4532 13885  5  2 93  0  0
 0  0      0 19588608 175464 6347920    0    0     0   132 4387 14578  6  2 93  0  0
 1  0      0 19547212 175544 6371164    0    0     0   163 5202 17577  7  2 91  0  0
 5  0      0 19468976 175656 6399460    0    0     0   174 5167 15646  6  2 92  0  0
 0  0      0 19610520 175720 6372176    0    0     0   120 4312 13337  5  2 93  0  0
 0  0      0 19552736 175840 6382320    0    0     0   182 4111 13091  5  2 94  0  0
 1  0      0 19610556 175928 6376860    0    0     0   153 4317 13691  5  2 93  0  0
 5  0      0 19571632 175992 6388544    0    0     0   119 4411 13896  5  2 93  0  0
 1  0      0 19563504 176056 6381184    0    0     0   101 4038 12746  5  2 93  0  0
 3  0      0 19584528 176152 6383452    0    0     0   101 4218 13711  5  2 93  0  0
 0  0      0 19566480 176208 6382920    0    0     0   131 4155 13169  5  2 93  0  0
 1  0      0 19535680 176284 6373804    0    0     0   113 5257 14242  6  2 92  0  0
 2  0      0 19559448 176348 6377728    0    0     0   139 4163 13042  5  2 93  0  0
 2  0      0 19518348 176420 6388004    0    0     0   121 4209 13800  5  2 93  0  0
 1  0      0 19564408 176492 6378464    0    0     0   136 4355 13536  5  2 93  0  0
 2  0      0 19545008 176548 6374772    0    0     0    97 3842 12387  5  2 94  0  0
 1  0      0 19566448 176620 6377240    0    0     0   110 3969 12712  5  2 93  0  0
 0  0      0 19563140 176676 6363372    0    0     0   102 3977 12836  5  2 93  0  0
 1  0      0 19547312 176716 6383216    0    0     0   109 3909 12417  5  2 93  0  0
 3  0      0 19603248 176764 6326464    0    0     0    95 4136 13323  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 19610852 176836 6323152    0    0     0   119 3849 12320  5  2 94  0  0
 1  0      0 19551628 176916 6355208    0    0     0   137 4062 13355  5  2 93  0  0
 0  0      0 19553668 176972 6348956    0    0     9   114 4117 12730  5  2 94  0  0
 1  0      0 19356544 177052 6523880    0    0     0   174 4800 14658  6  2 93  0  0
 1  0      0 19565260 177160 6311120    0    0     0   322 4512 15183  6  2 92  0  0
 1  0      0 19367184 177248 6322844    0    0     0  1850 4444 14833  6  1 93  0  0
 1  0      0 19455508 177424 6273540    0    0     0   268 5491 14225  6  1 93  0  0
 1  0      0 19221708 177472 6301260    0    0     0   145 4026 13443  6  1 93  0  0
 1  0      0 18949140 177584 6304140    0    0    39   185 3895 13370  6  1 93  0  0
 1  0      0 17787332 177684 6364988    0    0     0   361 4477 14402  7  1 92  0  0
 5  0      0 22287468 178200 6350632    0    0     5   506 5719 17204  6  2 92  0  0
 2  0      0 22260448 178332 6323964    0    0     0   201 5137 17362  7  2 91  0  0
 1  0      0 22126504 178460 6335368    0    0     0   243 5735 18167  8  1 91  0  0
 0  0      0 22049752 178532 6343796    0    0     0   179 5097 16643  7  1 92  0  0
 1  0      0 21220612 178680 6360956    0    0     0   390 4407 16183  7  1 92  0  0
 1  0      0 21083096 178720 6360292    0    0     0   202 4456 15478  7  1 92  0  0
 1  0      0 21197692 178812 6353032    0    0     0   163 6329 15939  8  1 91  0  0
 1  0      0 21264928 178880 6362900    0    0     9   104 5598 16198  7  1 92  0  0
 2  0      0 21116988 178948 6364428    0    0     0   126 4728 15478  6  1 92  0  0
 0  0      0 20588944 179040 6407600    0    0     0   170 4305 15038  7  1 92  0  0
 2  0      0 19688316 179116 6380816    0    0     0   158 4617 16530  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 19781448 179216 6370776    0    0     0   188 5879 18329  8  1 91  0  0
 1  0      0 19906144 179336 6376588    0    0     0   192 6305 16461  7  1 91  0  0
 5  0      0 19716092 179404 6367256    0    0     0  1712 4337 14821  7  1 92  0  0
 1  0      0 19938416 179496 6391300    0    0     0   162 5516 18101  8  1 91  0  0
 1  0      0 19806516 179564 6400652    0    0     0   161 5097 15764  8  1 91  0  0
 2  0      0 19728848 179696 6378476    0    0     0   203 10488 19322 10  1 89  0  0
 2  0      0 19850916 179804 6389980    0    0     0   161 9870 18568 10  1 89  0  0
 2  0      0 19690080 179932 6400296    0    0     0   647 6015 16165  8  1 91  0  0
 9  0      0 19512268 180064 6410896    0    0   661  1417 9963 19527  8  1 91  0  0
 3  0      0 19689680 180228 6413932    0    0     0   939 9126 18020  9  1 90  0  0
 1  0      0 19609312 180352 6421408    0    0     0   224 6143 18849  9  1 90  0  0
 2  0      0 19633648 180468 6417400    0    0     0   193 10181 20158 10  1 88  0  0
 1  0      0 19606304 180576 6400836    0    0     0   153 5320 16779  8  1 91  0  0
 1  0      0 19830428 180660 6405012    0    0     0   134 4989 16000  8  1 91  0  0
 2  0      0 19549636 180740 6410652    0    0     0   149 5251 16284  8  1 91  0  0
 2  0      0 19693884 180856 6448180    0    0     0   188 6471 17511 10  1 88  0  0
 4  0      0 19764208 180952 6454464    0    0     0   188 4780 14613  7  1 92  0  0
 2  0      0 19799792 181020 6390440    0    0     0   147 5444 18090  7  2 92  0  0
 1  0      0 19596080 181156 6464560    0    0     0   266 9810 24992 12  2 85  0  0
 2  0      0 19283784 181260 6483516    0    0     5   231 9846 28706 12  3 85  0  0
 4  0      0 19099700 181440 6494984    0    0     1   260 8818 27598 12  2 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 19435804 181580 6501116    0    0     9   222 10501 27720 14  2 84  0  0
 5  0      0 19355880 181756 6499372    0    0     5   230 11974 27456 12  2 86  0  0
 2  0      0 19167804 181836 6497832    0    0     0   135 12730 27470 14  2 84  0  0
 2  0      0 18747036 182004 6512356    0    0     0   282 12776 29311 15  2 83  0  0
 3  0      0 18730040 182116 6505964    0    0     0   270 12999 27598 12  2 86  0  0
 1  0      0 18357032 182288 6498960    0    0   209   638 9869 23577 10  2 88  0  0
 1  0      0 18634240 182368 6508160    0    0     0   131 10623 26520 12  2 85  0  0
 1  0      0 18821424 182484 6504708    0    0     0   178 8570 26687 11  2 88  0  0
 2  0      0 18678376 182636 6538952    0    0     0   215 10871 26108 12  2 86  0  0
 2  0      0 18861816 182760 6433732    0    0     0   183 4196 13317  5  2 93  0  0
 4  0      0 18853268 182856 6439616    0    0     0   129 4241 13337  5  2 93  0  0
 5  0      0 18923188 182936 6437448    0    0     0   132 4238 12954  5  2 93  0  0
 4  0      0 18960128 182988 6415992    0    0     0   105 3967 12513  5  2 94  0  0
 5  0      0 18877804 183076 6449768    0    0     0   130 4725 14569  6  2 93  0  0
 2  0      0 18877624 183196 6415688    0    0     0   126 5815 16469  7  2 91  0  0
 0  0      0 18901584 183324 6410416    0    0     0   167 6031 17440  8  2 90  0  0
 5  0      0 18909636 183404 6413232    0    0     0    96 5091 15476  6  2 92  0  0
 2  0      0 18869292 183516 6427376    0    0     0   146 5343 16803  7  2 91  0  0
 1  0      0 18879920 183660 6426312    0    0    77   203 6730 22250  9  2 89  0  0
 2  0      0 18883848 183812 6401436    0    0     0   192 4890 16654  6  2 92  0  0
 0  0      0 18853348 183868 6425516    0    0     0   158 5092 17416  7  2 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 18838784 184036 6417852    0    0     0   171 5907 16784  8  2 90  0  0
 5  0      0 18762020 184100 6404976    0    0     0   138 5373 15752  7  2 91  0  0
 1  0      0 18629564 184324 6413692    0    0     0   238 5702 17230  7  2 91  0  0
 2  0      0 18771700 184360 6428576    0    0     0   135 4602 14022  5  2 93  0  0
 2  0      0 18755492 184480 6432544    0    0     0   190 5217 15979  7  2 91  0  0
 1  0      0 18810460 184544 6428920    0    0     0   142 5202 15900  6  2 92  0  0
 0  0      0 18796664 184656 6425720    0    0     0   168 4531 13635  5  2 93  0  0
 3  0      0 18770008 184752 6431364    0    0     0   171 5248 15864  7  2 92  0  0
 2  0      0 18763664 184904 6425280    0    0     0   137 5517 16443  7  2 91  0  0
 2  0      0 18674092 185032 6422952    0    0     0   176 6393 17016  8  2 90  0  0
 1  0      0 18799824 185144 6415104    0    0     0   157 5943 15845  7  2 91  0  0
