procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22864696 152888 6148776    0    0     0   307 3082 9034  3  1 96  0  0
 0  0      0 22884896 152936 6124312    0    0     0   363 3125 9064  3  1 95  0  0
 0  0      0 22831844 152984 6167768    0    0     0   253 3107 9061  3  1 95  0  0
 0  0      0 22851652 153032 6136172    0    0     0   215 3130 9042  3  1 96  0  0
 1  0      0 22903224 153072 6141220    0    0     0   201 3193 9133  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22881072 153144 6160760    0    0     0   343 3122 9083  3  1 96  0  0
 2  0      0 22906204 153200 6122408    0    0     0   253 3160 9097  3  1 96  0  0
 1  0      0 22901128 153272 6125812    0    0     0   370 3099 9066  3  1 96  0  0
 0  0      0 22855712 153344 6136328    0    0     0   339 3148 9337  3  1 96  0  0
 4  0      0 22876792 153392 6132712    0    0     0   249 3260 9167  3  1 95  0  0
 0  0      0 22878744 153464 6135956    0    0     0   365 3115 9126  3  1 96  0  0
 4  0      0 22833852 153532 6169676    0    0     0   507 3166 9046  3  1 95  0  0
 4  0      0 22830892 153604 6172068    0    0     0   329 3107 9041  3  1 95  0  0
 2  0      0 22821348 153644 6176628    0    0     0   301 3132 9144  3  1 95  0  0
 1  0      0 22821280 153692 6166420    0    0     0   246 3080 9094  3  1 95  0  0
 1  0      0 22794200 153764 6172224    0    0     0   460 3125 9152  3  1 95  0  0
 2  0      0 22821756 153944 6148224    0    0     8   581 3144 9086  3  1 95  0  0
 1  0      0 22810016 153984 6150688    0    0     0   237 3094 9023  3  1 96  0  0
 4  0      0 22789052 154040 6158640    0    0     0   333 3118 9159  3  1 96  0  0
 2  0      0 22748560 154104 6190112    0    0     0   407 3136 9124  3  1 95  0  0
 3  0      0 22763976 154156 6163144    0    0     0   952 3091 9077  3  1 96  0  0
 1  0      0 22757516 154204 6167072    0    0     0   305 3161 9085  3  1 96  0  0
 1  0      0 22736848 154236 6182740    0    0     0   399 3129 9149  3  1 95  0  0
 1  0      0 22759568 154332 6204088    0    0     0   344 3158 9094  3  1 95  0  0
 1  0      0 22742796 154376 6209392    0    0     0   511 3163 9143  3  1 96  0  0
 0  0      0 22741896 154440 6210476    0    0     0   511 3084 9023  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22763720 154464 6178152    0    0     0   273 3066 9121  3  1 96  0  0
 0  0      0 22707656 154528 6211584    0    0     0   635 3115 9193  3  1 96  0  0
 0  0      0 22651872 154608 6223412    0    0     0  1017 3132 9402  3  1 95  0  0
 0  0      0 22687876 154656 6196216    0    0     0   418 3104 9111  3  1 95  0  0
 1  0      0 22646244 154704 6233848    0    0     0   311 3101 9054  3  1 95  0  0
 1  0      0 22628640 154780 6240532    0    0     0   672 3094 9060  3  1 96  0  0
 0  0      0 22618392 154844 6245032    0    0     0   461 3081 9061  3  1 95  0  0
 2  0      0 22646608 154916 6218972    0    0     0   403 3265 9153  3  1 95  0  0
 0  0      0 22640032 154968 6219792    0    0     0   696 3120 9134  3  1 95  0  0
 1  0      0 22646864 155036 6218180    0    0     0   927 3098 9146  3  1 95  0  0
 1  0      0 22666360 155092 6254696    0    0     0   490 3182 9145  4  1 95  0  0
 1  0      0 22645044 155140 6258076    0    0     0   365 3088 9067  3  1 95  0  0
 0  0      0 22601140 155232 6257680    0    0     0   856 2938 8544  3  1 96  0  0
 0  0      0 22623208 155288 6232792    0    0     0   215 2604 7238  3  1 96  0  0
 0  0      0 22628204 155352 6232368    0    0     0   280 3126 8985  3  1 96  0  0
 0  0      0 22669120 155384 6232272    0    0     0   376 3072 8969  3  1 96  0  0
 0  0      0 22652028 155456 6248020    0    0     0   300 3157 9240  3  1 95  0  0
 0  0      0 22645676 155540 6253500    0    0     0  1024 3260 9151  3  1 95  0  0
 0  0      0 22658872 155612 6226964    0    0     0   363 3158 9135  3  1 96  0  0
 1  0      0 22644848 155636 6232380    0    0     0   259 3122 9045  3  1 96  0  0
 0  0      0 22611464 155708 6255700    0    0     0   406 3095 9096  3  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22613256 155756 6254968    0    0     0   305 3094 9026  3  1 96  0  0
 0  0      0 22566400 155828 6264756    0    0     0   862 3137 9238  3  1 95  0  0
 0  0      0 22595908 155876 6240496    0    0     0   501 3063 9044  3  1 96  0  0
 1  0      0 22629500 155940 6244808    0    0     0   225 3157 9142  3  1 96  0  0
 2  0      0 22585580 156004 6275616    0    0     0   238 3072 8922  3  1 96  0  0
 1  0      0 22583128 156068 6278296    0    0     0   281 3092 8963  3  1 96  0  0
 1  0      0 22572716 156124 6283276    0    0     0   282 3070 9036  3  1 96  0  0
 2  0      0 22604064 156188 6244200    0    0     0   778 3094 8965  3  1 96  0  0
 1  0      0 22569560 156252 6275224    0    0     0   281 3153 9063  3  1 96  0  0
 2  0      0 22566940 156292 6283204    0    0     0   317 3035 8974  3  1 96  0  0
 2  0      0 22623224 156340 6282140    0    0     0   291 3097 9019  3  1 95  0  0
 2  0      0 22641916 156388 6258088    0    0     0   236 3134 9101  3  1 96  0  0
 1  0      0 22654200 156484 6260300    0    0     0   339 3125 9058  3  1 96  0  0
 3  0      0 22613096 156536 6286432    0    0     0   908 3071 9044  3  1 96  0  0
 0  0      0 22596356 156600 6294564    0    0     0   299 3122 9072  3  1 95  0  0
 1  0      0 22609324 156640 6287936    0    0     0   444 3159 9102  3  1 95  0  0
 1  0      0 22586252 156736 6282984    0    0     0  1101 3224 9265  3  1 95  0  0
 0  0      0 22551108 156800 6313960    0    0     0   508 3092 9073  3  1 95  0  0
 2  0      0 22538888 156840 6318016    0    0     0   249 3075 8962  4  1 95  0  0
 1  0      0 22587372 156880 6267088    0    0     0   457 3100 9153  3  1 96  0  0
 1  0      0 22552380 156952 6289888    0    0     0   358 3171 9073  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 22512832 157024 6297132    0    0     0   290 3094 9372  3  1 95  0  0
 0  0      0 23045576 157176 6280876    0    0     0   967 3941 9732  4  1 95  0  0
 0  0      0 23101728 157296 6262936    0    0     0  3430 3453 7702  4  1 95  0  0
 1  0      0 23168840 157392 6248432    0    0     0    64 1511 2902  1  1 98  0  0
 3  0      0 23089252 157456 6251416    0    0     0   123 3437 6571  3  2 95  0  0
 1  0      0 23221400 157512 6262260    0    0     0    86 6192 1646 13  1 86  0  0
 4  0      0 22885596 157620 6348080    0    0     4   483 7326 16305 10  7 82  0  0
 3  0      0 22848852 157824 6311040    0    0     0  1220 6593 17573 10  6 84  0  0
 3  0      0 22683680 157956 6548532    0    0     1   679 6880 10237 10  3 86  0  0
 3  0      0 23265580 158124 6260748    0    0     0  2110 8271 72049 13  2 85  0  0
 2  0      0 23266560 158212 6302712    0    0     0  2127 8374 103295 12  2 86  0  0
 0  0      0 23387372 158300 6230296    0    0     0   177 5104 4771  6  2 92  0  0
 0  0      0 23565688 158364 6214708    0    0     0    91 1352 2033  1  1 99  0  0
 0  0      0 23570528 158388 6214068    0    0     0    41 1666 3215  1  1 98  0  0
 2  0      0 23563104 158508 6216980    0    0     0    71 2981 6717  3  1 96  0  0
 0  0      0 23543684 158648 6224636    0    0     0    85 2825 7720  4  1 95  0  0
 0  0      0 23509676 158736 6214860    0    0     0   107 2372 5531  3  1 96  0  0
 0  0      0 23514784 158768 6233996    0    0     0    38 3513 6506  3  1 95  0  0
 0  0      0 23551452 158800 6202184    0    0     0    33 1220 1940  1  1 99  0  0
 0  0      0 23510596 158824 6226676    0    0     0    39 2263 5345  3  1 97  0  0
 5  0      0 23231428 158944 6270684    0    0     0   125 4502 9739  4  2 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 23105520 159220 6310896    0    0    27  1579 3231 7649  3  1 96  0  0
 2  0      0 23093912 159340 6345560    0    0    21   549 3016 8419  3  1 95  0  0
 1  0      0 23079288 159412 6357472    0    0     7   310 5225 16162  5  2 93  0  0
 6  0      0 23088288 159492 6344892    0    0     1   176 4310 13118  4  2 94  0  0
 1  0      0 23166144 159536 6342972    0    0     2   296 4542 13288  4  2 94  0  0
 0  0      0 23179840 159592 6339268    0    0     0    97 3727 10716  3  2 95  0  0
 0  0      0 23145124 159672 6360416    0    0     0   146 4382 13635  4  2 94  0  0
 2  0      0 23159956 159712 6350024    0    0     0   120 4464 13542  4  2 94  0  0
 1  0      0 23202840 159752 6306388    0    0     0    78 3355 9006  2  2 96  0  0
 0  0      0 23228140 159788 6318300    0    0     2   107 2962 8019  2  1 96  0  0
 0  0      0 23148996 159848 6341840    0    0     1   159 3749 11381  3  2 95  0  0
 0  0      0 23196920 159920 6327280    0    0     0    94 2719 7058  2  1 97  0  0
 0  0      0 23262892 159952 6292468    0    0     0    62 2119 5006  1  1 98  0  0
 0  0      0 23159772 159984 6335172    0    0     0    67 2801 7600  2  1 97  0  0
 0  0      0 23184504 160052 6304784    0    0     1   155 4366 12933  4  2 94  0  0
11  0      0 23215524 160132 6301736    0    0     0   148 4100 12331  4  2 95  0  0
 5  1      0 23162740 160164 6340112    0    0     0    80 3753 10870  3  2 95  0  0
 0  0      0 23177448 160212 6341392    0    0     0   122 3845 10755  3  2 95  0  0
 3  0      0 23138276 160244 6361336    0    0     0   110 4408 13484  4  2 94  0  0
 2  0      0 23162816 160300 6361644    0    0     0    98 3588 9866  3  2 95  0  0
 1  0      0 23287580 160348 6266504    0    0     0    82 3075 8324  2  2 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 23391864 160380 6257936    0    0     0    60 2523 6324  2  1 97  0  0
 2  0      0 23095044 160504 6338748    0    0     0  1467 4625 12629  4  2 94  0  0
 0  0      0 23113512 160536 6325792    0    0     0    50 4129 11837  4  2 95  0  0
 0  0      0 23205072 160616 6296276    0    0     0   127 3649 9456  3  2 95  0  0
 0  0      0 23357492 160656 6294492    0    0     0    96 3551 9534  3  2 95  0  0
 2  0      0 23136624 160736 6321080    0    0     0  1400 5747 17288  6  2 92  0  0
 2  0      0 23136112 160776 6323148    0    0     0    41 4603 14545  5  2 93  0  0
 0  0      0 23180308 160836 6307424    0    0     0   128 4126 12022  4  2 94  0  0
 1  0      0 23158824 160868 6310284    0    0     0    89 3094 8739  2  1 96  0  0
 2  0      0 23171428 160924 6311436    0    0     0   146 3865 11250  4  2 95  0  0
 2  0      0 23132544 161152 6351504    0    0   336   251 4139 12556  4  2 94  0  0
 1  0      0 22755516 162184 6417968    0    0   892  2638 3881 9528  4  1 95  0  0
 0  0      0 22842612 162320 6412404    0    0    17  1278 3253 7318  3  1 96  0  0
 0  0      0 23048896 162404 6337264    0    0     8   428 2660 4574  2  1 97  0  0
 0  0      0 23033104 162500 6328112    0    0     5  1083 2204 4487  2  1 97  0  0
 0  0      0 23218212 162612 6317972    0    0     0   277 1877 3526  2  1 97  0  0
 1  0      0 23168228 162692 6325904    0    0     0   219 2327 5194  2  1 97  0  0
 2  0      0 22909960 162932 6430708    0    0   110   246 5226 13177  5  2 93  0  0
 2  0      0 21887120 163080 7355384    0    0 63894   346 9567 29547 10  3 87  0  0
 7  0      0 21942568 163184 7313948    0    0     0  1456 8795 28939 10  3 87  0  0
 0  0      0 21959588 163240 7281264    0    0     0   134 5150 16377  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22152044 163300 7248860    0    0    67   124 1515 2077  1  1 98  0  0
 0  0      0 22196696 163372 7225596    0    0    27   102 1197 1532  1  1 98  0  0
 0  0      0 22205432 163408 7223692    0    0   195    81 2588 4310  3  1 96  0  0
 3  0      0 22059044 163448 7308884    0    0     0    58 1804 2674  2  1 97  0  0
 0  0      0 22199100 163480 7219100    0    0     0    58 1974 3435  2  1 97  0  0
 0  0      0 22200288 163512 7221220    0    0     0  1178 2551 3814  3  1 96  0  0
 1  0      0 22105688 163596 7229940    0    0     0  1374 3217 5075  4  1 95  0  0
 0  0      0 22107992 163652 7230700    0    0     0    54 2178 3355  3  1 96  0  0
 1  0      0 22230296 163708 7223244    0    0     0   101 1366 2077  1  1 98  0  0
 0  0      0 22224948 163740 7223256    0    0     0    78 2497 3762  3  1 96  0  0
 0  0      0 22243424 163828 7226720    0    0     0    82 2291 3956  3  1 96  0  0
 1  0      0 22248488 163876 7220980    0    0     0    69 1133 1323  1  1 99  0  0
 0  0      0 22244556 163924 7220860    0    0     0    55 2444 3828  3  1 96  0  0
 0  0      0 22238460 163964 7226176    0    0     0    73 2414 4055  3  1 96  0  0
 3  0      0 22039480 164004 7355956    0    0     0    53 2040 2940  3  1 97  0  0
 0  0      0 22249980 164044 7221344    0    0     0    58 1453 2181  1  1 98  0  0
 0  0      0 22247192 164092 7224224    0    0     0    66 2539 3975  3  1 96  0  0
 0  0      0 21836644 164140 7470372    0    0 15143    70 3866 6372  2  1 97  1  0
 0  0      0 21879936 164220 7453200    0    0     0  1391 1210 1834  1  1 98  0  0
 0  0      0 21904368 164284 7450992    0    0     7   101 1406 1786  1  1 98  0  0
 0  0      0 22019232 164308 7443512    0    0     0    49 1122 1403  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22000664 164356 7452372    0    0   617    69 1208 1651  1  1 99  0  0
 0  0      0 22016420 164428 7452120    0    0     0    54 1057 1301  1  1 99  0  0
 0  0      0 22021628 164512 7449368    0    0    36   108 1254 1697  1  1 98  0  0
 1  0      0 22008868 164536 7458692    0    0   617    40 1250 1646  1  1 99  0  0
 0  0      0 22004296 164588 7461352    0    0    77    83 1169 1528  1  1 99  0  0
 0  0      0 22016824 164628 7459816    0    0     0    38 1090 1363  1  1 99  0  0
 0  0      0 22002828 164676 7471156    0    0   606    54 1249 1567  1  1 98  0  0
 0  0      0 22003684 164716 7469272    0    0     0    49 1100 1366  1  1 99  0  0
 0  0      0 21981360 164748 7484572    0    0  1023    61 2155 4364  2  1 97  0  0
 0  0      0 21978232 164796 7489372    0    0   150    49 1250 1614  1  1 98  0  0
 0  0      0 21977784 164836 7486984    0    0     0    58 1132 1337  1  1 99  0  0
 1  0      0 21964268 164876 7490264    0    0     1    50 6059 2336  5  0 95  0  0
 2  0      0 21960508 164916 7488368    0    0     0    61 6532 1506  5  0 95  0  0
 1  0      0 21762140 165036 7532356    0    0     0    94 8699 5787  7  1 92  0  0
 0  0      0 21869940 165196 7521392    0    0     9  1428 6465 5014  5  1 95  0  0
 1  0      0 22018228 165300 7494036    0    0     4   159 3010 4895  3  1 96  0  0
 2  0      0 21789016 165364 7546028    0    0     0    90 3359 5323  3  1 96  0  0
 1  0      0 21759880 165508 7512148    0    0     0  1441 5558 8663  5  2 93  0  0
 0  0      0 21881896 165564 7501956    0    0     0   117 1828 3187  2  1 98  0  0
 0  0      0 21945064 165596 7514944    0    0     0    64 2718 5678  2  1 97  0  0
 1  0      0 21931580 165692 7501784    0    0     0   123 3202 4912  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 21987220 165796 7495096    0    0     0    67 1753 2135  2  1 97  0  0
 0  0      0 22007752 165876 7491696    0    0     2   106 1348 2181  1  1 98  0  0
 0  0      0 21984816 165908 7491184    0    0     0    31 1119 1338  1  1 99  0  0
 0  0      0 21985640 165964 7495780    0    0     0    71 1043 1286  1  1 99  0  0
 1  0      0 21853236 166020 7497328    0    0     0  1364 2200 3418  2  1 97  0  0
 0  0      0 21868268 166092 7497460    0    0     0    78 1078 1322  1  1 99  0  0
 0  0      0 21993044 166116 7492008    0    0     0    52 1082 1336  1  1 99  0  0
 0  0      0 21907688 166156 7583216    0    0  6096   100 2132 3084  2  1 96  0  0
 1  0      0 21904984 166188 7582896    0    0     0    41 1166 1408  1  1 99  0  0
 0  0      0 21897924 166316 7583304    0    0     0   107 1098 1352  1  1 99  0  0
 0  0      0 21901700 166356 7583140    0    0     0    40 1145 1350  1  1 99  0  0
 0  0      0 21899484 166404 7583472    0    0     0    94 1331 2235  1  1 98  0  0
 1  0      0 21901332 166428 7583204    0    0     0    25 1054 1280  1  1 99  0  0
 0  0      0 21893404 166492 7591064    0    0     0    98 1370 2160  2  1 97  0  0
 0  0      0 21896364 166516 7582892    0    0     0    30 1060 1312  1  1 99  0  0
 0  0      0 21740900 166572 7597700    0    0     0    68 1863 2475  1  1 98  0  0
 0  0      0 21744476 166636 7596096    0    0     0  1394 3539 3618  2  1 96  0  0
 0  0      0 21802976 166732 7590864    0    0    42   483 1231 1729  1  1 98  0  0
 0  0      0 21908164 166756 7586408    0    0     0  1283 1317 1639  1  1 98  0  0
 0  0      0 21903064 166804 7584708    0    0     0    70 1060 1325  1  1 99  0  0
 0  0      0 21914040 166832 7582592    0    0     0  1645 1182 1701  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21924364 166968 7581076    0    0     0    65 1164 1610  1  1 98  0  0
 2  0      0 21923548 166992 7581100    0    0     0    62 1169 1450  1  1 98  0  0
 0  0      0 21906904 167040 7580620    0    0     0    59 1135 1361  1  1 99  0  0
 2  0      0 21926128 167064 7580408    0    0     0    38 1178 1531  1  1 98  0  0
 0  0      0 21928848 167136 7582604    0    0     0    74 1138 1662  1  1 99  0  0
 0  0      0 21914576 167168 7580560    0    0     0    43 1165 1486  1  1 98  0  0
 0  0      0 21915716 167200 7580120    0    0     0    64 1238 1628  1  1 98  0  0
 0  0      0 21915684 167280 7580716    0    0     0    66 1140 1440  1  1 99  0  0
 0  0      0 21928496 167344 7578604    0    0     0    70 1307 1553  1  1 98  0  0
 0  0      0 21931148 167384 7581940    0    0     0    44 1220 1588  1  1 98  0  0
 0  0      0 21917096 167424 7577864    0    0     0    66 1168 1459  1  1 99  0  0
 0  0      0 21924648 167448 7582680    0    0     0    37 1244 2001  1  1 98  0  0
 0  0      0 21920208 167512 7581612    0    0     0    76 1103 1398  1  1 99  0  0
 0  0      0 21921940 167536 7580088    0    0     0    36 1074 1341  1  1 99  0  0
 1  0      0 21686136 167600 7633156    0    0   925    81 2015 3220  2  1 98  0  0
 0  0      0 21774472 167664 7599344    0    0     0  1399 1351 1921  1  1 98  0  0
 0  0      0 21799264 167760 7599340    0    0     0    71 1185 1578  1  1 98  0  0
 0  0      0 21909160 167784 7593592    0    0     0    89 1080 1324  1  1 99  0  0
 0  0      0 21768580 167864 7600564    0    0     0   100 2063 2915  2  1 98  0  0
 0  0      0 21773544 167888 7599476    0    0     0  1338 1119 1346  1  1 99  0  0
 0  0      0 21902756 168016 7592032    0    0     0   102 1123 1416  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 21901044 168044 7594260    0    0     1    53 1398 2077  1  1 98  0  0
 0  0      0 21768072 168136 7603816    0    0     0    93 1831 2688  2  1 98  0  0
 0  0      0 21767080 168168 7599228    0    0     1  1353 1130 1336  1  1 99  0  0
 0  0      0 21563100 168352 7678244    0    0     9   212 3466 8348  3  1 95  0  0
 0  0      0 21476820 168616 7669632    0    0    82   814 2636 7622  2  1 97  0  0
 0  0      0 21560912 168688 7665332    0    0     0   168 1409 2288  1  1 98  0  0
 0  0      0 21758260 168728 7654772    0    0     0   128 1368 2227  1  1 98  0  0
 0  0      0 21748460 168768 7655656    0    0     0    46 1205 2082  1  1 98  0  0
 1  0      0 21685360 168864 7625568    0    0     0   497 1982 3485  1  1 98  0  0
 0  0      0 21680384 168912 7625056    0    0     0  1062 1261 2232  1  1 99  0  0
 0  0      0 21872872 168944 7611300    0    0     0   101 1341 2523  1  1 98  0  0
 0  0      0 21866664 169056 7616456    0    0     0    96 1204 2141  1  1 99  0  0
 0  0      0 21874076 169088 7610808    0    0     0    35 1231 2191  1  1 98  0  0
 2  0      0 21671268 169144 7626060    0    0     0    95 1784 3078  1  1 98  0  0
 0  0      0 21729308 169224 7609084    0    0     0  1371 1622 2891  1  1 98  0  0
 3  0      0 21515756 169304 7803388    0    0    10    70 1709 2476  1  1 98  0  0
 1  0      0 21893352 169328 7595468    0    0     1    98 2391 2692  2  1 98  0  0
 0  0      0 21877776 169376 7606700    0    0   608   127 1686 3060  2  1 98  0  0
 0  0      0 21888276 169404 7606548    0    0     1    30 1444 2426  1  1 98  0  0
 0  0      0 21843200 169452 7646072    0    0  2348    60 1615 2960  1  1 98  0  0
 0  0      0 21839288 169484 7644644    0    0     0    44 1284 2459  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21840568 169524 7643044    0    0    12    59 1516 2761  1  1 98  0  0
 0  0      0 21839440 169548 7644080    0    0     1    29 1263 2203  1  1 98  0  0
 0  0      0 21823044 169660 7668724    0    0     2    83 1302 2251  1  1 98  0  0
 0  0      0 21812992 169692 7666688    0    0     0    47 1254 2089  1  1 99  0  0
 0  0      0 21812712 169740 7668720    0    0     0    58 1267 2169  1  1 98  0  0
 0  0      0 21817732 169764 7668184    0    0     1    50 1774 3096  2  1 97  0  0
 1  0      0 21818188 169804 7666252    0    0     7    53 1403 2683  1  1 98  0  0
 0  0      0 21853604 169860 7628768    0    0     0    53 1308 2510  1  1 98  0  0
 0  0      0 21840692 169892 7633652    0    0   401    60 1436 2726  1  1 98  0  0
 0  0      0 21823932 169908 7662172    0    0     1    26 1288 2212  1  1 98  0  0
 0  0      0 21817740 169956 7670004    0    0     3   622 5624 2584  4  1 95  0  0
 0  0      0 21827772 169988 7666264    0    0     0    50 1347 2605  1  1 98  0  0
 0  0      0 21655900 170044 7676680    0    0     2   117 2017 3245  2  1 98  0  0
 0  0      0 21665716 170108 7673740    0    0     0  1357 1349 2531  1  1 98  0  0
 0  0      0 21713100 170244 7667272    0    0     0   117 1315 2248  1  1 98  0  0
 0  0      0 21816752 170268 7662500    0    0     0    77 1281 2459  1  1 98  0  0
 1  0      0 21816644 170316 7662476    0    0     0    52 1183 2038  1  1 98  0  0
 0  0      0 21816240 170340 7664524    0    0     0    29 1234 2127  1  1 99  0  0
 1  0      0 21846296 170380 7633232    0    0     0    49 1185 2014  1  1 99  0  0
 0  0      0 21820000 170412 7666004    0    0     0    28 1194 2017  1  1 99  0  0
 1  0      0 21584596 170452 7710556    0    0     0    53 2518 4615  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21693620 170524 7666116    0    0     0  1368 1801 4514  2  1 98  0  0
 0  0      0 21828028 170588 7661160    0    0     0    90 1278 2211  1  1 98  0  0
 0  0      0 21826456 170620 7659176    0    0     0    50 1184 2092  1  1 98  0  0
 0  0      0 21810784 170668 7661220    0    0     0    54 1247 2152  1  1 98  0  0
 1  0      0 21725216 170732 7634744    0    0     0   631 2206 3449  2  1 97  0  0
 0  0      0 21725468 170852 7634276    0    0     0   811 1210 2190  1  1 99  0  0
 0  0      0 21846828 170892 7629484    0    0     0    85 1287 2204  1  1 98  0  0
 0  0      0 21818116 170940 7661860    0    0   264    64 1577 3070  1  1 98  0  0
 0  0      0 21819964 170972 7663896    0    0     0    27 1204 2086  1  1 99  0  0
 0  0      0 21678456 171068 7670048    0    0     0   101 2066 3475  2  1 98  0  0
 0  0      0 21670944 171100 7668972    0    0     0  1340 1242 2201  1  1 98  0  0
